protocol_id,x,elem_id,text,segmentation,seg_type,speaker,comments,facs,github,checked
prot-1869--ak--0313,11,i-Q6PWgPBdPf77LpERSFaQMK,Punkten 2.,note,inline,,,https://betalab.kb.se/prot-1869--ak--0313/prot_1869__ak__0313-010.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0313.xml#L822,True
prot-1869--ak--0313,11,i-4zdkNVXneNRX9BPRrgRCWh,Herr Hierta:,note,intro,,,https://betalab.kb.se/prot-1869--ak--0313/prot_1869__ak__0313-010.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0313.xml#L825,True
prot-1869--ak--0313,11,i-CJM6qtA2LxY5BbZk7pEGwF,Då jag jemväl v,u,,Q4353611,,https://betalab.kb.se/prot-1869--ak--0313/prot_1869__ak__0313-010.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0313.xml#L829,True
prot-1869--ak--0313,11,i-Jfg42VTZa8vqB4xfnih4Es,I fråga om best,u,,Q4353611,,https://betalab.kb.se/prot-1869--ak--0313/prot_1869__ak__0313-010.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0313.xml#L861,True
prot-1869--ak--0313,11,i-QLYyi9aApE5qSBAmGrkRzf,att,note,margin,,,https://betalab.kb.se/prot-1869--ak--0313/prot_1869__ak__0313-010.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0313.xml#L873,True
prot-1869--ak--0414,57,i-UqTxbSu3F7Bk6Fe7UJzy1Q,"Den 14 April, e",note,margin,,,https://betalab.kb.se/prot-1869--ak--0414/prot_1869__ak__0414-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0414.xml#L4164,True
prot-1869--ak--0414,57,i-66z81rWBhbjf4qQJQyv8Fz,hufvudgrunderna,u,,Q727985,,https://betalab.kb.se/prot-1869--ak--0414/prot_1869__ak__0414-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0414.xml#L4168,True
prot-1869--ak--0414,57,i-Dvr1hfT2xZyW3XU1KoLnzZ,Vid pröfningen ,u,,Q727985,,https://betalab.kb.se/prot-1869--ak--0414/prot_1869__ak__0414-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0414.xml#L4184,True
prot-1869--ak--0414,57,i-FjytdEYG1p6o9tgM3zJsbx,För min del vil,u,,Q727985,,https://betalab.kb.se/prot-1869--ak--0414/prot_1869__ak__0414-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0414.xml#L4225,True
prot-1869--ak--0417,63,i-EUMhHftjPDJiCcR9yMYQd1,314 Den 17 Apri,note,margin,,,https://betalab.kb.se/prot-1869--ak--0417/prot_1869__ak__0417-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0417.xml#L4767,True
prot-1869--ak--0417,63,i-VWqDxRJLH89QrRBV6BJFGs,gaste sätt till,u,,Q5937137,,https://betalab.kb.se/prot-1869--ak--0417/prot_1869__ak__0417-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0417.xml#L4771,True
prot-1869--ak--0417,63,i-TgefoCQtBgYivtSudSLw9U,Herr Statsrådet,u,,Q5937137,,https://betalab.kb.se/prot-1869--ak--0417/prot_1869__ak__0417-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0417.xml#L4785,True
prot-1869--ak--0417,63,i-GQ7prbgYoSRjsUUgCaJkYV,"Konungen har, s",u,,Q5937137,,https://betalab.kb.se/prot-1869--ak--0417/prot_1869__ak__0417-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0417.xml#L4792,True
prot-1869--ak--0417,63,i-UtiUZ29dmsPpkuZTWFeXBJ,Herr Sven Nilss,u,,Q5937137,,https://betalab.kb.se/prot-1869--ak--0417/prot_1869__ak__0417-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0417.xml#L4807,True
prot-1869--ak--0417,63,i-7BGUEEEEQC7tf5D7UfmrSX,Herr Statsrådet,note,intro,,,https://betalab.kb.se/prot-1869--ak--0417/prot_1869__ak__0417-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0417.xml#L4823,True
prot-1869--ak--0417,63,i-ARr6vYaGMVoM4Eak9RZFk,Jag har begärt ,u,,Q5571271,,https://betalab.kb.se/prot-1869--ak--0417/prot_1869__ak__0417-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0417.xml#L4827,True
prot-1869--ak--0505,2,i-DXzcGnrBy8XV12nzQr4Xt7,"256 Den 5 Maj, ",note,margin,,,https://betalab.kb.se/prot-1869--ak--0505/prot_1869__ak__0505-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0505.xml#L129,True
prot-1869--ak--0505,2,i-G8EravwmrvyRP5GnH3yg1T,de Stats-Utskot,u,,Q5975041,,https://betalab.kb.se/prot-1869--ak--0505/prot_1869__ak__0505-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0505.xml#L133,True
prot-1869--ak--0505,2,i-F8HAwPc2cuiUgtB56rqxqB,Med anledning a,note,inline,,,https://betalab.kb.se/prot-1869--ak--0505/prot_1869__ak__0505-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0505.xml#L138,True
prot-1869--ak--0505,2,i-HLrSJ4xs3ZPi539TGSc3K2,§ 5.,note,head,,,https://betalab.kb.se/prot-1869--ak--0505/prot_1869__ak__0505-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0505.xml#L146,True
prot-1869--ak--0505,2,i-Tseq3oMdnmRdZnHxUsxdEu,Föredrogs Stats,note,inline,,,https://betalab.kb.se/prot-1869--ak--0505/prot_1869__ak__0505-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0505.xml#L149,True
prot-1869--ak--0505,2,i-8MVx5M1XipG6qWwv2eee1i,Punkten 1.,note,inline,,,https://betalab.kb.se/prot-1869--ak--0505/prot_1869__ak__0505-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0505.xml#L155,True
prot-1869--ak--0505,2,i-TFHkMSE2CbFCvTCioQWQ4X,Den föreslagna ,note,inline,,,https://betalab.kb.se/prot-1869--ak--0505/prot_1869__ak__0505-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0505.xml#L158,True
prot-1869--ak--0505,2,i-7BAQdyKc6gzdJUqNyCaLNZ,Punkten 2. Bifö,note,inline,,,https://betalab.kb.se/prot-1869--ak--0505/prot_1869__ak__0505-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0505.xml#L161,True
prot-1869--ak--0505,2,i-5vQPMgUh3QHyBiVd6hPFWh,Från Första Kam,note,inline,,,https://betalab.kb.se/prot-1869--ak--0505/prot_1869__ak__0505-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0505.xml#L164,True
prot-1869--ak--0505,2,i-SLAgHxWTBb2cYZhR2Kx94S,§ 6.,note,head,,,https://betalab.kb.se/prot-1869--ak--0505/prot_1869__ak__0505-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0505.xml#L173,True
prot-1869--ak--0505,2,i-TdJFRgtTQ8mWtdHtDSiBJ1,Härefter föreko,note,inline,,,https://betalab.kb.se/prot-1869--ak--0505/prot_1869__ak__0505-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0505.xml#L176,True
prot-1869--ak--0505,2,i-5umadpTEa7nKXFnquei99U,Punkten 1. Lade,note,inline,,,https://betalab.kb.se/prot-1869--ak--0505/prot_1869__ak__0505-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0505.xml#L183,True
prot-1869--ak--0505,2,i-CRVbnv8C74imc5CYFm8ZhQ,Punkten 2. Bifö,note,inline,,,https://betalab.kb.se/prot-1869--ak--0505/prot_1869__ak__0505-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0505.xml#L186,True
prot-1869--ak--0505,2,i-TW83a2Sw1qs9k9Pfdrv5VU,Punkten 3.,note,inline,,,https://betalab.kb.se/prot-1869--ak--0505/prot_1869__ak__0505-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0505.xml#L189,True
prot-1869--ak--0505,2,i-6jVyqFDmVwKdQrVCf9xR6A,Bifölls. Punkte,note,inline,,,https://betalab.kb.se/prot-1869--ak--0505/prot_1869__ak__0505-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0505.xml#L192,True
prot-1869--ak--0507,3,i-XRabtoeaNd6e9zAefYHEnN,"Den 7 Maj, f. m",note,margin,,,https://betalab.kb.se/prot-1869--ak--0507/prot_1869__ak__0507-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0507.xml#L202,True
prot-1869--ak--0507,3,i-Tv3CCy6rinkympkhsKpk9p,Herr Key:,note,intro,,,https://betalab.kb.se/prot-1869--ak--0507/prot_1869__ak__0507-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0507.xml#L205,True
prot-1869--ak--0507,3,i-9PfKska6jwKNDRGiaSpeQo,Det torde vara ,u,,Q5907317,,https://betalab.kb.se/prot-1869--ak--0507/prot_1869__ak__0507-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0507.xml#L208,True
prot-1869--ak--0507,3,i-U5yrbvSk3zbC2miJFKWP21,Då jernvägsförv,u,,Q5907317,,https://betalab.kb.se/prot-1869--ak--0507/prot_1869__ak__0507-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0507.xml#L219,True
prot-1869--ak--0507,3,i-GKxzGjMAcrkFytiu6Nuhnj,För det närvara,u,,Q5907317,,https://betalab.kb.se/prot-1869--ak--0507/prot_1869__ak__0507-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0507.xml#L240,True
prot-1869--ak--0507,3,i-KKFiJ7HFxmToJWa4HUtuA2,Hvad först angå,u,,Q5907317,,https://betalab.kb.se/prot-1869--ak--0507/prot_1869__ak__0507-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--ak--0507.xml#L248,True
prot-1869--fk--0227,6,i-2KX92tpRmDjTFjrd2aeUiE,158 Den 27 Febr,note,margin,,,https://betalab.kb.se/prot-1869--fk--0227/prot_1869__fk__0227-005.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--fk--0227.xml#L377,True
prot-1869--fk--0227,6,i-Pw2dqaymbCsUwp5tCSkHPp,Utskottet föres,u,,Q5992302,,https://betalab.kb.se/prot-1869--fk--0227/prot_1869__fk__0227-005.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--fk--0227.xml#L381,True
prot-1869--fk--0227,6,i-QxPysww34mf5BpUz8rN1DZ,Man har vidare ,u,,Q5992302,,https://betalab.kb.se/prot-1869--fk--0227/prot_1869__fk__0227-005.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--fk--0227.xml#L402,True
prot-1869--fk--0227,6,i-RyjoNfJK2J6CgoPxMSyac3,Hvad åter beträ,u,,Q5992302,,https://betalab.kb.se/prot-1869--fk--0227/prot_1869__fk__0227-005.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--fk--0227.xml#L426,True
prot-1869--fk--0227,6,i-8GBjcLjYsXZy3oniyJ62Vz,På alla dessa s,u,,Q5992302,,https://betalab.kb.se/prot-1869--fk--0227/prot_1869__fk__0227-005.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--fk--0227.xml#L439,True
prot-1869--fk--0510,36,i-PvbpgMbmtDCMHApZRiuPMq,"Den 10 Maj, e. ",note,margin,,,https://betalab.kb.se/prot-1869--fk--0510/prot_1869__fk__0510-035.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--fk--0510.xml#L2647,True
prot-1869--fk--0510,36,i-AfUtFqvw3N5BmCUnxcNBN7,finna annat än ,u,,unknown,There are two af Ugglas people during this time -- not sure which one it is.,https://betalab.kb.se/prot-1869--fk--0510/prot_1869__fk__0510-035.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--fk--0510.xml#L2651,True
prot-1869--fk--0510,36,i-ChsZd12TJ7A1PhHTaoBY2u,Sedan öfverlägg,note,inline,,,https://betalab.kb.se/prot-1869--fk--0510/prot_1869__fk__0510-035.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--fk--0510.xml#L2659,True
prot-1869--fk--0510,36,i-GKuXgD1Y9jjksvSRzHKDbV,3:dje—7:de punk,note,inline,,,https://betalab.kb.se/prot-1869--fk--0510/prot_1869__fk__0510-035.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--fk--0510.xml#L2669,True
prot-1869--fk--0510,36,i-UevKaVndZXN6J4dDjMVFA2,"Friberre Raab, ",note,intro,,,https://betalab.kb.se/prot-1869--fk--0510/prot_1869__fk__0510-035.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--fk--0510.xml#L2672,True
prot-1869--fk--0510,36,i-N311EbuMHgCfVkG19XF7Mk,I första moment,u,,Q6060104,,https://betalab.kb.se/prot-1869--fk--0510/prot_1869__fk__0510-035.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--fk--0510.xml#L2676,True
prot-1869--fk--0510,36,i-7jTutTMTiZFnbq5eYPz2ZU,"Grefve Mörner, ","note, seg",,,intro wasn't segmented. speaker: Q6001576,https://betalab.kb.se/prot-1869--fk--0510/prot_1869__fk__0510-035.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1869/prot-1869--fk--0510.xml#L2689,True
