protocol_id,x,elem_id,text,segmentation,seg_type,speaker,comments,facs,github,checked
prot-1871--ak--0123,54,i-9QxiPDwApwBBVSMadUk991,"Den 23 Januari,",note,margin,,,https://betalab.kb.se/prot-1871--ak--0123/prot_1871__ak__0123-053.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--ak--0123.xml#L3911,True
prot-1871--ak--0123,54,i-D6g3GmGPAXCLQPZn8EAoyR,icke så brådtom,u,,Q5907317,,https://betalab.kb.se/prot-1871--ak--0123/prot_1871__ak__0123-053.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--ak--0123.xml#L3915,True
prot-1871--ak--0123,54,i-MKJbPNCNcyZRs8XBiQjDK5,Under sådana fö,u,,Q5907317,,https://betalab.kb.se/prot-1871--ak--0123/prot_1871__ak__0123-053.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--ak--0123.xml#L3923,True
prot-1871--ak--0123,54,i-PUKyD4gNPexJqibAqRJAuC,Då någon sådan ,u,,Q5907317,,https://betalab.kb.se/prot-1871--ak--0123/prot_1871__ak__0123-053.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--ak--0123.xml#L3937,True
prot-1871--ak--0123,54,i-3WQGiHaBz8RX9xjQzpFzjk,Så länge emelle,u,,Q5907317,,https://betalab.kb.se/prot-1871--ak--0123/prot_1871__ak__0123-053.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--ak--0123.xml#L3957,True
prot-1871--ak--0123,54,i-4NtMtoGGvapMvp1i3XrXfs,Hans Excellens ,note,intro,,,https://betalab.kb.se/prot-1871--ak--0123/prot_1871__ak__0123-053.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--ak--0123.xml#L3967,True
prot-1871--ak--0123,54,i-Ge3THcgPxYzy9or82U9a76,Den näst föregå,u,,Q18274740,,https://betalab.kb.se/prot-1871--ak--0123/prot_1871__ak__0123-053.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--ak--0123.xml#L3971,True
prot-1871--ak--0123,54,i-HVsXeTVrXo2qAcR4nvoX3f,Då i trontalet ,u,,Q18274740,,https://betalab.kb.se/prot-1871--ak--0123/prot_1871__ak__0123-053.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--ak--0123.xml#L3983,True
prot-1871--ak--0405,9,i-2d5S9yUBd6Pmt3MnU2pAiz,"Den 5 April, f.",note,margin,,,https://betalab.kb.se/prot-1871--ak--0405/prot_1871__ak__0405-008.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--ak--0405.xml#L649,True
prot-1871--ak--0405,9,i-7z5V3m7utyEjU7rbFzbj3q,"städerna, hvilk",u,,Q105063875,,https://betalab.kb.se/prot-1871--ak--0405/prot_1871__ak__0405-008.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--ak--0405.xml#L653,True
prot-1871--ak--0405,9,i-SUocf3gER3c1DD1cxi1KVf,En ärad ledamot,u,,Q105063875,,https://betalab.kb.se/prot-1871--ak--0405/prot_1871__ak__0405-008.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--ak--0405.xml#L663,True
prot-1871--ak--0405,9,i-6RHWrXbhDPm5Gy2yDpXmjW,Grefve Sparre:,note,intro,,,https://betalab.kb.se/prot-1871--ak--0405/prot_1871__ak__0405-008.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--ak--0405.xml#L696,True
prot-1871--ak--0405,9,i-MNPJT4UizcAwrvm8Aq6Q4m,Då vid sistlidn,u,,Q6184928,,https://betalab.kb.se/prot-1871--ak--0405/prot_1871__ak__0405-008.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--ak--0405.xml#L700,True
prot-1871--fk--0509,71,i-DgQtvdWqFVGQr144iBwypY,"170 Den I Maj, ",note,margin,,,https://betalab.kb.se/prot-1871--fk--0509/prot_1871__fk__0509-070.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--fk--0509.xml#L4957,True
prot-1871--fk--0509,71,i-9mpoHy1covpSYb8xiY163n,"Vinner Nej, ant",note,inline,,,https://betalab.kb.se/prot-1871--fk--0509/prot_1871__fk__0509-070.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--fk--0509.xml#L4960,True
prot-1871--fk--0509,71,i-Eyk9GqyhHxEWKEg9dRJ1Kh,Vid denna omrös,note,inline,,,https://betalab.kb.se/prot-1871--fk--0509/prot_1871__fk__0509-070.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--fk--0509.xml#L4964,True
prot-1871--fk--0509,71,i-CLgNK6opqzEhwGawERmJi5,Ja—51; Nej —24.,note,inline,,,https://betalab.kb.se/prot-1871--fk--0509/prot_1871__fk__0509-070.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--fk--0509.xml#L4968,True
prot-1871--fk--0509,71,i-WHEdvcATYDtPfNjYNrKmz,Den vidare före,note,inline,,,https://betalab.kb.se/prot-1871--fk--0509/prot_1871__fk__0509-070.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--fk--0509.xml#L4971,True
prot-1871--fk--0509,71,i-Sm2uihccnybmaDkL6nod5,Friherre af Ugg,note,intro,,,https://betalab.kb.se/prot-1871--fk--0509/prot_1871__fk__0509-070.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--fk--0509.xml#L4975,True
prot-1871--fk--0509,71,i-EoUxHWgxjWTakm6n252R4R,För påskyndande,u,,Q6218856,,https://betalab.kb.se/prot-1871--fk--0509/prot_1871__fk__0509-070.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--fk--0509.xml#L4978,True
prot-1871--fk--0509,71,i-YAeUGBj72g4NjZVTGkgMVa,Denna hemställa,note,inline,,,https://betalab.kb.se/prot-1871--fk--0509/prot_1871__fk__0509-070.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--fk--0509.xml#L4984,True
prot-1871--fk--0509,71,i-GZx8bp9F3fpqcy7NBREzJW,Kammaren åtskil,note,inline,,,https://betalab.kb.se/prot-1871--fk--0509/prot_1871__fk__0509-070.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--fk--0509.xml#L4987,True
prot-1871--fk--0509,71,i-HizkJrVzEQ4GBeQ8PsnMQL,In fidem O. Bra,note,inline,,,https://betalab.kb.se/prot-1871--fk--0509/prot_1871__fk__0509-070.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1871/prot-1871--fk--0509.xml#L4990,True
prot-1872--ak--0417,53,i-8FQtRYUxMGKf9ktBdV2RSC,452 Den 17 Apri,note,margin,,,https://betalab.kb.se/prot-1872--ak--0417/prot_1872__ak__0417-052.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--ak--0417.xml#L3912,True
prot-1872--ak--0417,53,i-KVkRc1GPZkc22VGFT3Q2tj,1870 anmälts ic,u,,Q5754647,,https://betalab.kb.se/prot-1872--ak--0417/prot_1872__ak__0417-052.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--ak--0417.xml#L3916,True
prot-1872--ak--0417,53,i-P7L4FBDBx5PLi7Ecc3KDfn,adressaten till,u,,Q5754647,,https://betalab.kb.se/prot-1872--ak--0417/prot_1872__ak__0417-052.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--ak--0417.xml#L3927,True
prot-1872--ak--0417,53,i-SrAKXusTPnhwnKT6ATimDZ,kerhet för den ,u,,Q5754647,,https://betalab.kb.se/prot-1872--ak--0417/prot_1872__ak__0417-052.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--ak--0417.xml#L3934,True
prot-1872--ak--0417,53,i-GLcroF2wUJ3Wwy73g4Fgfb,"Man har sagt, a",u,,Q5754647,,https://betalab.kb.se/prot-1872--ak--0417/prot_1872__ak__0417-052.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--ak--0417.xml#L3956,True
prot-1872--ak--0417,53,i-5r8CG13G9C3XdUCBMQsNui,Den erfarenhet ,u,,Q5754647,,https://betalab.kb.se/prot-1872--ak--0417/prot_1872__ak__0417-052.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--ak--0417.xml#L3974,True
prot-1872--fk--0129,2,i-5ofoqExNcey5Sw6gbGtxhh,Den 29 Januari.,note,margin,,,https://betalab.kb.se/prot-1872--fk--0129/prot_1872__fk__0129-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--fk--0129.xml#L114,True
prot-1872--fk--0129,2,i-6fzMiSvCQLCYA6SUGReNHs,"seljpresident, ",u,,Q52950,,https://betalab.kb.se/prot-1872--fk--0129/prot_1872__fk__0129-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--fk--0129.xml#L118,True
prot-1872--fk--0129,2,i-DtuYKyjkYgAH54Wrwjd8EP,För min del öns,u,,Q52950,,https://betalab.kb.se/prot-1872--fk--0129/prot_1872__fk__0129-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--fk--0129.xml#L159,True
prot-1872--fk--0129,2,i-Y4AZCvvNYpmFCNa5P7mV79,Riksd. Prot. 1 ,note,margin,,,https://betalab.kb.se/prot-1872--fk--0129/prot_1872__fk__0129-001.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--fk--0129.xml#L174,True
prot-1872--fk--0320,4,i-CdjYHyVADeyJtAuq2HCW1y,"Den 20 Mars, f.",note,margin,,,https://betalab.kb.se/prot-1872--fk--0320/prot_1872__fk__0320-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--fk--0320.xml#L248,True
prot-1872--fk--0320,4,i-Kcbw6LkHSuZjL9NK5jsHFa,af mark från kr,u,,Q6218850,,https://betalab.kb.se/prot-1872--fk--0320/prot_1872__fk__0320-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--fk--0320.xml#L252,True
prot-1872--fk--0320,4,i-ULcKv458rGsXnVWgqf4w4e,"Jag medgifver, ",u,,Q6218850,,https://betalab.kb.se/prot-1872--fk--0320/prot_1872__fk__0320-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--fk--0320.xml#L275,True
prot-1872--fk--0320,4,i-XuY233RGBZRH8eAZj1qzXC,Herr Montgomery,note,intro,,,https://betalab.kb.se/prot-1872--fk--0320/prot_1872__fk__0320-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--fk--0320.xml#L287,True
prot-1872--fk--0320,4,i-4b1kuSvBnTyrChUrKJ7fhD,Efter den fullk,u,,Q5992302,,https://betalab.kb.se/prot-1872--fk--0320/prot_1872__fk__0320-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--fk--0320.xml#L290,True
prot-1872--fk--0320,4,i-2FCLHdjYaCNfApkQXg718R,Herr von Gegerf,u,,Q5992302,,https://betalab.kb.se/prot-1872--fk--0320/prot_1872__fk__0320-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--fk--0320.xml#L301,True
prot-1872--fk--0320,4,i-FMioQTSrBXNdezM78dnUs3,Jag tillstyrker,u,,Q5992302,,https://betalab.kb.se/prot-1872--fk--0320/prot_1872__fk__0320-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--fk--0320.xml#L313,True
prot-1872--fk--0320,4,i-DNqMyxRDpp2xthgANowPSX,Herr von Gegerf,note,intro,,,https://betalab.kb.se/prot-1872--fk--0320/prot_1872__fk__0320-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--fk--0320.xml#L316,True
prot-1872--fk--0320,4,i-UiGSniATG2URaaVXy62ftp,Hufvudsakliga s,u,,Q5754375,,https://betalab.kb.se/prot-1872--fk--0320/prot_1872__fk__0320-003.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1872/prot-1872--fk--0320.xml#L320,True
prot-1873--fk--0419,38,i-NuEWXnFxCsQ9Bv9NATAxk7,"Den 19 April, i",note,margin,,,https://betalab.kb.se/prot-1873--fk--0419/prot_1873__fk__0419-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1873/prot-1873--fk--0419.xml#L2582,True
prot-1873--fk--0419,38,i-ViMunofjGKuKTg2UNohqLV,således då ej h,u,,Q5630602,,https://betalab.kb.se/prot-1873--fk--0419/prot_1873__fk__0419-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1873/prot-1873--fk--0419.xml#L2586,True
prot-1873--fk--0419,38,i-479dusXV8JuBjKWxAPtK87,"Att nu, såsom d",u,,Q5630602,,https://betalab.kb.se/prot-1873--fk--0419/prot_1873__fk__0419-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1873/prot-1873--fk--0419.xml#L2615,True
prot-1873--fk--0419,38,i-3NkYq6qSF1efovHasP4pUs,"Det må vara, at",u,,Q5630602,,https://betalab.kb.se/prot-1873--fk--0419/prot_1873__fk__0419-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1873/prot-1873--fk--0419.xml#L2636,True
prot-1874--ak--0515,47,i-2UmRwjAkxdDRxo94knHuLB,"Den 15 Maj, e. ",note,margin,,,https://betalab.kb.se/prot-1874--ak--0515/prot_1874__ak__0515-046.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1874/prot-1874--ak--0515.xml#L3457,True
prot-1874--ak--0515,47,i-Vew5dWUTT2brxJeB8EUxgq,att man får se ,u,,Q1528357,,https://betalab.kb.se/prot-1874--ak--0515/prot_1874__ak__0515-046.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1874/prot-1874--ak--0515.xml#L3461,True
prot-1874--ak--0515,47,i-KMY5pGTPoA6qY1aBzwoNSV,Friherre Fock:,note,intro,,,https://betalab.kb.se/prot-1874--ak--0515/prot_1874__ak__0515-046.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1874/prot-1874--ak--0515.xml#L3481,True
prot-1874--ak--0515,47,i-KoA9WUfHuHLNdggA55ZRGr,Jag ber om ursä,u,,Q5734641,,https://betalab.kb.se/prot-1874--ak--0515/prot_1874__ak__0515-046.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1874/prot-1874--ak--0515.xml#L3485,True
prot-1874--ak--0515,47,i-YCPyo841t3ZHjTQuVB4Jyk,Man har uttalat,u,,Q5734641,,https://betalab.kb.se/prot-1874--ak--0515/prot_1874__ak__0515-046.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1874/prot-1874--ak--0515.xml#L3507,True
prot-1874--ak--0515,47,i-RSbzJYobvnDxBFXFg3ZBXN,Den ärade talar,u,,Q5734641,,https://betalab.kb.se/prot-1874--ak--0515/prot_1874__ak__0515-046.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1874/prot-1874--ak--0515.xml#L3516,True
prot-1874--ak--0515,47,i-FmWSo7mYibWyHJvJJxhEFs,Riksd. Prot. 18,note,margin,,,https://betalab.kb.se/prot-1874--ak--0515/prot_1874__ak__0515-046.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1874/prot-1874--ak--0515.xml#L3529,True
prot-1874--fk--0413,23,i-8d6YXTG7DptSyTaGM6oVqE,334 Den 13 Apri,note,margin,,,https://betalab.kb.se/prot-1874--fk--0413/prot_1874__fk__0413-022.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1874/prot-1874--fk--0413.xml#L1518,True
prot-1874--fk--0413,23,i-XDbXxh1K2h2ycJuTh6ikQF,deras inneligga,u,,Q5975041,,https://betalab.kb.se/prot-1874--fk--0413/prot_1874__fk__0413-022.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1874/prot-1874--fk--0413.xml#L1522,True
prot-1874--fk--0413,23,i-YUXhPV8fDGUnLt8Vid3D9X,Den starka utve,u,,Q5975041,,https://betalab.kb.se/prot-1874--fk--0413/prot_1874__fk__0413-022.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1874/prot-1874--fk--0413.xml#L1544,True
prot-1874--fk--0413,23,i-XjYiSqwFCf9UVTQjCoKs3P,Jag har redan n,u,,Q5975041,,https://betalab.kb.se/prot-1874--fk--0413/prot_1874__fk__0413-022.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1874/prot-1874--fk--0413.xml#L1560,True
prot-1874--fk--0413,23,i-248ToMwALycVjkos3etaTf,Öfverläggningen,note,inline,,,https://betalab.kb.se/prot-1874--fk--0413/prot_1874__fk__0413-022.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1874/prot-1874--fk--0413.xml#L1565,True
prot-1874--fk--0413,23,i-LRFXD2iEftd5SypDXonKqN,Föredrogs men b,note,inline,,,https://betalab.kb.se/prot-1874--fk--0413/prot_1874__fk__0413-022.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1874/prot-1874--fk--0413.xml#L1569,True
prot-1875--ak--10,38,i-5tZgghdCL1i4wMm4hYsAGJ,4;0 10. Statsbi,note,margin,,,https://betalab.kb.se/prot-1875--ak--10/prot_1875__ak__10-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1875/prot-1875--ak--10.xml#L3109,True
prot-1875--ak--10,38,i-7wikGtauDStuDDybeTQnbx,38 Lördagen deu,note,margin,,,https://betalab.kb.se/prot-1875--ak--10/prot_1875__ak__10-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1875/prot-1875--ak--10.xml#L3112,True
prot-1875--ak--10,38,i-6DrBzys2vG4AL61vi2wv6d,några sådana pl,u,,Q5937137,,https://betalab.kb.se/prot-1875--ak--10/prot_1875__ak__10-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1875/prot-1875--ak--10.xml#L3116,True
prot-1875--ak--10,38,i-AMXPL23oDmKYbiuXSqSGw1,säl väganlägg- ,"note, seg",,,,https://betalab.kb.se/prot-1875--ak--10/prot_1875__ak__10-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1875/prot-1875--ak--10.xml#L3121,True
prot-1875--ak--10,38,i-Tx5nryBT8qBiwxSU4iVhA3,ningar. m. Mm. ,note,margin,,,https://betalab.kb.se/prot-1875--ak--10/prot_1875__ak__10-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1875/prot-1875--ak--10.xml#L3125,True
prot-1875--ak--10,38,i-LuTggDzT6iaAj9Q8xfPe9S,icke skulle haf,u,,Q5937137,,https://betalab.kb.se/prot-1875--ak--10/prot_1875__ak__10-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1875/prot-1875--ak--10.xml#L3129,True
prot-1875--ak--10,38,i-A7hgLNXqjV7EiVPhpf2cup,På nu anförda s,u,,Q5937137,,https://betalab.kb.se/prot-1875--ak--10/prot_1875__ak__10-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1875/prot-1875--ak--10.xml#L3138,True
prot-1875--ak--10,38,i-WPnaxQxiEtJUTrxxDwdisr,Med Herr Ö. A. ,note,inline,,,https://betalab.kb.se/prot-1875--ak--10/prot_1875__ak__10-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1875/prot-1875--ak--10.xml#L3144,True
prot-1875--ak--10,38,i-RUQTHPchu5fXKX5YszZjBp,Grefve Sparre:,note,intro,,,https://betalab.kb.se/prot-1875--ak--10/prot_1875__ak__10-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1870s/corpus/protocols/1875/prot-1875--ak--10.xml#L3147,True
