,protocol_id,x,elem_id,text,segmentation,speaker,comments,facs,github,checked
18,prot-1911--ak--47,57,i-7wuHNJt3y9e6GhVJsGgkWU,vara minst en t,u,Q6046940,,https://betalab.kb.se/prot-1911--ak--47/prot_1911__ak__47-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1911/prot-1911--ak--47.xml#L4760,True
19,prot-1911--ak--47,57,i-5uGrBUm9xfej3nCJfge7Az,Häruti instämde,note,,,https://betalab.kb.se/prot-1911--ak--47/prot_1911__ak__47-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1911/prot-1911--ak--47.xml#L4776,True
20,prot-1911--ak--47,57,i-3gRKvMbBQReBHNHRTDkTGk,Herr Widén:,note,,intro,https://betalab.kb.se/prot-1911--ak--47/prot_1911__ak__47-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1911/prot-1911--ak--47.xml#L4779,True
21,prot-1911--ak--47,57,i-8FWZTkJFejMU5BmhzqP2tp,Hvad den här pa,u,Q6240063,,https://betalab.kb.se/prot-1911--ak--47/prot_1911__ak__47-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1911/prot-1911--ak--47.xml#L4783,True
22,prot-1911--ak--47,57,i-YNNQsSWzSC6xZ7oMpQ85o8,Det är nämligen,u,Q6240063,,https://betalab.kb.se/prot-1911--ak--47/prot_1911__ak__47-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1911/prot-1911--ak--47.xml#L4790,True
23,prot-1911--ak--47,57,i-ARTjRTZL9drUjfP7nDz7e2,Jag har icke nå,u,Q6240063,,https://betalab.kb.se/prot-1911--ak--47/prot_1911__ak__47-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1911/prot-1911--ak--47.xml#L4809,True
24,prot-1911--ak--47,57,i-NCjFjDmCEREn49qxDmdEVf,Herr Christiern,note,,intro,https://betalab.kb.se/prot-1911--ak--47/prot_1911__ak__47-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1911/prot-1911--ak--47.xml#L4813,True
25,prot-1911--ak--47,57,i-PkonSohLYksxRmJd1hrrZu,Herr talman! Ja,utterance,Q5608541,,https://betalab.kb.se/prot-1911--ak--47/prot_1911__ak__47-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1911/prot-1911--ak--47.xml#L4817,True
26,prot-1911--ak--47,57,i-R38rp33ReddjsmpwxptZsQ,Nr 47.,note,,margin,https://betalab.kb.se/prot-1911--ak--47/prot_1911__ak__47-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1911/prot-1911--ak--47.xml#L4834,True
27,prot-1911--ak--47,57,i-HRmdZDWUhyjn8fNMRVG2UT,Lag om ekonomis,note,,margin,https://betalab.kb.se/prot-1911--ak--47/prot_1911__ak__47-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1911/prot-1911--ak--47.xml#L4837,True
28,prot-1911--ak--47,57,i-KqjS6y1PjaDYcpjxB1CqLp,(Forts.),note,,margin,https://betalab.kb.se/prot-1911--ak--47/prot_1911__ak__47-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1911/prot-1911--ak--47.xml#L4841,True
29,prot-1912--ak--16,42,i-N5SkC4BJ24nZ2RoVSq4pCx,Nr 16.,note,,margin,https://betalab.kb.se/prot-1912--ak--16/prot_1912__ak__16-041.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1912/prot-1912--ak--16.xml#L3756,True
30,prot-1912--ak--16,42,i-JvrPdFuPD15V6ZrTUp5cgA,42 Lördagen den,note,,margin,https://betalab.kb.se/prot-1912--ak--16/prot_1912__ak__16-041.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1912/prot-1912--ak--16.xml#L3759,True
31,prot-1912--ak--16,42,i-5MxrpSgVqbYwfKZZ1V4QQw,Ang. besekt som,utterance; margin,Q53294,tesseract segmentation error,https://betalab.kb.se/prot-1912--ak--16/prot_1912__ak__16-041.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1912/prot-1912--ak--16.xml#L3763,True
32,prot-1912--ak--16,42,i-HBLARvGgzAcJwk7sr8qkna,terna; därom tr,u,Q53294,,https://betalab.kb.se/prot-1912--ak--16/prot_1912__ak__16-041.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1912/prot-1912--ak--16.xml#L3773,True
33,prot-1912--ak--16,42,i-NRB9XaMAMjRCcQszNJQBzF,Nu häller jag f,u,Q53294,,https://betalab.kb.se/prot-1912--ak--16/prot_1912__ak__16-041.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1912/prot-1912--ak--16.xml#L3790,True
34,prot-1912--ak--16,42,i-J8vk4AUrsQiynR41UVGUZj,Nu ha åtskillig,u,Q53294,,https://betalab.kb.se/prot-1912--ak--16/prot_1912__ak__16-041.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1912/prot-1912--ak--16.xml#L3801,True
35,prot-1912--ak--16,42,i-NA2dr4KRiqCJjCGE65WTkU,Jag håller före,u,Q53294,,https://betalab.kb.se/prot-1912--ak--16/prot_1912__ak__16-041.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1912/prot-1912--ak--16.xml#L3822,True
36,prot-1912--ak--51,16,i-Wyu6LgcQowZAp4FiS9VobA,Nr 51,note,,margin,https://betalab.kb.se/prot-1912--ak--51/prot_1912__ak__51-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1912/prot-1912--ak--51.xml#L1400,True
37,prot-1912--ak--51,16,i-VwEJiLdjHSPQrRPyzQj3MX,Ang. anslag för,note,,margin,https://betalab.kb.se/prot-1912--ak--51/prot_1912__ak__51-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1912/prot-1912--ak--51.xml#L1404,True
38,prot-1912--ak--51,16,i-Jq8z4oMt3CiQWkGrdGVZM4,järnrägsspår,note,,margin,https://betalab.kb.se/prot-1912--ak--51/prot_1912__ak__51-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1912/prot-1912--ak--51.xml#L1409,True
39,prot-1912--ak--51,16,i-RHKjyGQdb86ZxaReAeZ9a9,mellan Bönninge,note,,margin,https://betalab.kb.se/prot-1912--ak--51/prot_1912__ak__51-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1912/prot-1912--ak--51.xml#L1413,True
40,prot-1912--ak--51,16,i-E6NszRqkbe7LpUo3C1DeFG,(Forts.),note,,margin,https://betalab.kb.se/prot-1912--ak--51/prot_1912__ak__51-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1912/prot-1912--ak--51.xml#L1417,True
41,prot-1912--ak--51,16,i-CdBmmVzwhGwHdyZyDomG6X,16 Tisdagen den,note,,margin,https://betalab.kb.se/prot-1912--ak--51/prot_1912__ak__51-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1912/prot-1912--ak--51.xml#L1421,True
42,prot-1912--ak--51,16,i-XcGS4NTKGWFqsTEh3kvC8f,uteslutande en ,u,Q5630490,,https://betalab.kb.se/prot-1912--ak--51/prot_1912__ak__51-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1912/prot-1912--ak--51.xml#L1425,True
43,prot-1912--ak--51,16,i-DWPG8SEzB9d6HfWzhrksGo,"Nästa intresse,",u,Q5630490,,https://betalab.kb.se/prot-1912--ak--51/prot_1912__ak__51-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1912/prot-1912--ak--51.xml#L1437,True
44,prot-1912--ak--51,16,i-PLd4QuEfyyeW6TrDBAD9QA,Den ärade talar,u,Q5630490,,https://betalab.kb.se/prot-1912--ak--51/prot_1912__ak__51-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1912/prot-1912--ak--51.xml#L1451,True
45,prot-1912--ak--51,16,i-8obaamNaXmJ9XPVwYi6x4H,Slutligen sade ,u,Q5630490,,https://betalab.kb.se/prot-1912--ak--51/prot_1912__ak__51-015.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1912/prot-1912--ak--51.xml#L1488,True
46,prot-1913--ak--44,74,i-52pkto7rs4WKFJquyCL7mN,Nr 44.,note,,margin,https://betalab.kb.se/prot-1913--ak--44/prot_1913__ak__44-073.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1913/prot-1913--ak--44.xml#L6283,True
47,prot-1913--ak--44,74,i-3hUPJuQ6bi6df3j2DjJUYt,Lag angående kö,note,,margin,https://betalab.kb.se/prot-1913--ak--44/prot_1913__ak__44-073.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1913/prot-1913--ak--44.xml#L6286,True
48,prot-1913--ak--44,74,i-2Kb2YMws8nSKCrk9XhqDfR,74 Onsdagen den,note,,margin,https://betalab.kb.se/prot-1913--ak--44/prot_1913__ak__44-073.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1913/prot-1913--ak--44.xml#L6289,True
49,prot-1913--ak--44,74,i-BQPTmEEk4jLc2VER2rsEud,Chefen för jord,note,,intro,https://betalab.kb.se/prot-1913--ak--44/prot_1913__ak__44-073.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1913/prot-1913--ak--44.xml#L6292,True
50,prot-1913--ak--44,74,i-8rwgepn6qS58dtKLqrXu2W,Sedan en av mot,u,Q4723287,,https://betalab.kb.se/prot-1913--ak--44/prot_1913__ak__44-073.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1913/prot-1913--ak--44.xml#L6296,True
51,prot-1913--ak--44,74,i-KBq2M8Vs28uxLvF57ZYm3g,"De skäl, som he",u,Q4723287,,https://betalab.kb.se/prot-1913--ak--44/prot_1913__ak__44-073.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1913/prot-1913--ak--44.xml#L6303,True
52,prot-1913--ak--44,74,i-BfykkaUXB9YUszLpTBmr2K,Försiktighet är,u,Q4723287,,https://betalab.kb.se/prot-1913--ak--44/prot_1913__ak__44-073.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1913/prot-1913--ak--44.xml#L6316,True
53,prot-1913--ak--44,74,i-WmsizsVLuevJpw3TkZE4sQ,Herr Rydén sade,u,Q4723287,,https://betalab.kb.se/prot-1913--ak--44/prot_1913__ak__44-073.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1913/prot-1913--ak--44.xml#L6331,True
54,prot-1913--ak--44,74,i-33WwjAGbG511T3vrA82U5G,"Ja, nu kan man ",u,Q4723287,,https://betalab.kb.se/prot-1913--ak--44/prot_1913__ak__44-073.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1913/prot-1913--ak--44.xml#L6339,True
55,prot-1913--ak--44,74,i-Vzi9wu8c5CY1XJyJMivVNt,Jag skulle nu v,u,Q4723287,,https://betalab.kb.se/prot-1913--ak--44/prot_1913__ak__44-073.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1913/prot-1913--ak--44.xml#L6362,True
56,prot-1914-b-fk--21,22,i-H44ohADPYedjaYW4e8Sotf,Nr 21. = 22 Fre,note,,margin,https://betalab.kb.se/prot-1914-b-fk--21/prot_1914_b_fk__21-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--21.xml#L1845,True
57,prot-1914-b-fk--21,22,i-CWd2LNMWPi59Z6pTEMWXyC,Ang. stat för,note,,margin,https://betalab.kb.se/prot-1914-b-fk--21/prot_1914_b_fk__21-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--21.xml#L1848,True
58,prot-1914-b-fk--21,22,i-9RYXh8d9Rbuq1VKLukdA81,patentoch,note,,margin,https://betalab.kb.se/prot-1914-b-fk--21/prot_1914_b_fk__21-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--21.xml#L1852,True
59,prot-1914-b-fk--21,22,i-Fq7R1XwP8RZN6Y16DgDRZp,registreringsve,note,,margin,https://betalab.kb.se/prot-1914-b-fk--21/prot_1914_b_fk__21-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--21.xml#L1857,True
60,prot-1914-b-fk--21,22,i-SYiiKuZvciTRKByktc4TqK,Efter det överl,note,,,https://betalab.kb.se/prot-1914-b-fk--21/prot_1914_b_fk__21-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--21.xml#L1861,True
61,prot-1914-b-fk--21,22,i-DwUV1ztRYbcS2dufYM63uN,Sedermera gjord,note,,,https://betalab.kb.se/prot-1914-b-fk--21/prot_1914_b_fk__21-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--21.xml#L1872,True
62,prot-1914-b-fk--21,22,i-MKTdX16Xx6FGXbUFCaynaU,Punkterna 10 oc,note,,,https://betalab.kb.se/prot-1914-b-fk--21/prot_1914_b_fk__21-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--21.xml#L1877,True
63,prot-1914-b-fk--21,22,i-9xHvstgoGCMvqovUHjRCbb,Punkterna 12—21,note,,,https://betalab.kb.se/prot-1914-b-fk--21/prot_1914_b_fk__21-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--21.xml#L1880,True
64,prot-1914-b-fk--21,22,i-Sj1t5JvtrdCQHxSxazh1Ub,Punkterna 16 oc,note,,,https://betalab.kb.se/prot-1914-b-fk--21/prot_1914_b_fk__21-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--21.xml#L1883,True
65,prot-1914-b-fk--21,22,i-9fLuQKZ17DUXLcGi5FA6z3,Vid ånyo skedd ,note,,,https://betalab.kb.se/prot-1914-b-fk--21/prot_1914_b_fk__21-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--21.xml#L1886,True
66,prot-1914-b-fk--21,22,i-MZRWsJMUcVRdCE6SFqwpSW,"nr 4, i anledni",note,,,https://betalab.kb.se/prot-1914-b-fk--21/prot_1914_b_fk__21-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--21.xml#L1890,True
67,prot-1914-b-fk--21,22,i-MAVKV2JAxQhPkFDgeRBD3a,"nr 5, 1 anledni",note,,,https://betalab.kb.se/prot-1914-b-fk--21/prot_1914_b_fk__21-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--21.xml#L1894,True
68,prot-1914-b-fk--21,22,i-7Z167A8XfRrRXH9ujSNzdZ,biföll kammaren,note,,,https://betalab.kb.se/prot-1914-b-fk--21/prot_1914_b_fk__21-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--21.xml#L1900,True
69,prot-1914-b-fk--21,22,i-EGN8LrnCcvXzpLct6Xkikv,Herr statsrådet,note,,,https://betalab.kb.se/prot-1914-b-fk--21/prot_1914_b_fk__21-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--21.xml#L1903,True
70,prot-1914-b-fk--21,22,i-6u5DmAPzV6rwBHbyMoJi5T,"nr 112, angåend",note,,,https://betalab.kb.se/prot-1914-b-fk--21/prot_1914_b_fk__21-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--21.xml#L1906,True
71,prot-1914-b-fk--21,22,i-MiNKJiuZctZTGqq4xnGmsE,"nr 143, angåend",note,,,https://betalab.kb.se/prot-1914-b-fk--21/prot_1914_b_fk__21-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--21.xml#L1910,True
72,prot-1914-b-fk--21,22,i-6p9HYDB1LRH3odjrgrzhM5,"nr 144, angåend",note,,,https://betalab.kb.se/prot-1914-b-fk--21/prot_1914_b_fk__21-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--21.xml#L1914,True
73,prot-1914-b-fk--39,7,i-SdZEciL77A7BkaTPxh8QBP,Fredagen den 24,note,,margin,https://betalab.kb.se/prot-1914-b-fk--39/prot_1914_b_fk__39-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--39.xml#L450,True
74,prot-1914-b-fk--39,7,i-KFqythh6GvSxa31YdJF51b,2:o) för kvinnl,note,,,https://betalab.kb.se/prot-1914-b-fk--39/prot_1914_b_fk__39-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--39.xml#L453,True
75,prot-1914-b-fk--39,7,i-7Z5MdWqDjwJzXb8thX5CjH,dels ock höja d,note,,,https://betalab.kb.se/prot-1914-b-fk--39/prot_1914_b_fk__39-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--39.xml#L456,True
76,prot-1914-b-fk--39,7,i-8tcApZxwy8XJSP5Nx8rVyg,"Ja; Den, det ej",note,,,https://betalab.kb.se/prot-1914-b-fk--39/prot_1914_b_fk__39-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--39.xml#L461,True
77,prot-1914-b-fk--39,7,i-8VjrjreNp4wM8y6MbL9mN1,Vinner Nej har ,note,,decision,https://betalab.kb.se/prot-1914-b-fk--39/prot_1914_b_fk__39-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--39.xml#L464,True
78,prot-1914-b-fk--39,7,i-KGxAB9AbMLEMG3sL5dsZb8,dels godkänna f,note,,,https://betalab.kb.se/prot-1914-b-fk--39/prot_1914_b_fk__39-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--39.xml#L468,True
79,prot-1914-b-fk--39,7,i-TBHnWPhixGHNGmFb1LRcL9,| | Tjänst-,note,,,https://betalab.kb.se/prot-1914-b-fk--39/prot_1914_b_fk__39-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--39.xml#L472,True
80,prot-1914-b-fk--39,7,i-PMbXkHWSGiPo2k3sjaC9GL,KA Ortssn /GÖTI,note,,,https://betalab.kb.se/prot-1914-b-fk--39/prot_1914_b_fk__39-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--39.xml#L475,True
81,prot-1914-b-fk--39,7,i-RARwX5oLdETQRAdBK799eM,Lön. peniintill,note,,,https://betalab.kb.se/prot-1914-b-fk--39/prot_1914_b_fk__39-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--39.xml#L478,True
82,prot-1914-b-fk--39,7,i-A3gE2NM3VCFBUUPTFm7sxn,Kr. Kr. Kr. Kr.,note,,,https://betalab.kb.se/prot-1914-b-fk--39/prot_1914_b_fk__39-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/years1910to1920/corpus/protocols/1914/prot-1914-b-fk--39.xml#L481,True
