protocol_id,x,elem_id,text,segmentation,seg_type,speaker,comments,facs,github
prot-1880--ak--42,30,i-GjdKVtXhYULazBmZJ7w7iF,2:0) att enahan,,,,,https://betalab.kb.se/prot-1880--ak--42/prot_1880__ak__42-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1880/prot-1880--ak--42.xml#L2183
prot-1880--ak--42,30,i-L5UEb949xUJdL61gYQWPRL,Jag håller före,,,,,https://betalab.kb.se/prot-1880--ak--42/prot_1880__ak__42-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1880/prot-1880--ak--42.xml#L2190
prot-1880--ak--42,30,i-R7SHuEDpEZ6jXgkDS6a73j,Jag började mit,,,,,https://betalab.kb.se/prot-1880--ak--42/prot_1880__ak__42-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1880/prot-1880--ak--42.xml#L2217
prot-1880--ak--42,30,i-K2xvxFoYfhVUnkZZJ1netV,Herr Statsrådet,,,,,https://betalab.kb.se/prot-1880--ak--42/prot_1880__ak__42-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1880/prot-1880--ak--42.xml#L2224
prot-1880--ak--42,30,i-9K7icASSATYroR45MuZ3HC,Jag ber endast ,,,,,https://betalab.kb.se/prot-1880--ak--42/prot_1880__ak__42-029.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1880/prot-1880--ak--42.xml#L2228
prot-1880--fk--36,32,i-gHe5WrRShrj2eAEwA8pCC,N:o 36.,,,,,https://betalab.kb.se/prot-1880--fk--36/prot_1880__fk__36-031.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1880/prot-1880--fk--36.xml#L2447
prot-1880--fk--36,32,i-4feAUNkmcgAUgug5xWPbuK,Tullen å Band. ,,,,,https://betalab.kb.se/prot-1880--fk--36/prot_1880__fk__36-031.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1880/prot-1880--fk--36.xml#L2450
prot-1880--fk--36,32,i-7UHZCkoiok6DarNYSKCxQU,32 iMåndagen de,,,,,https://betalab.kb.se/prot-1880--fk--36/prot_1880__fk__36-031.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1880/prot-1880--fk--36.xml#L2453
prot-1880--fk--36,32,i-UnSREKGsMAQjcgqmqunsyM,att afsluta en ,,,,,https://betalab.kb.se/prot-1880--fk--36/prot_1880__fk__36-031.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1880/prot-1880--fk--36.xml#L2457
prot-1880--fk--36,32,i-LAF9HHDaRfR28tLksC6xmJ,Men derom är ic,,,,,https://betalab.kb.se/prot-1880--fk--36/prot_1880__fk__36-031.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1880/prot-1880--fk--36.xml#L2486
prot-1881--ak--19,12,i-2ta65yYzW5T3Eivi7jpFpn,N:o 19. 12 Onsd,,,,,https://betalab.kb.se/prot-1881--ak--19/prot_1881__ak__19-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1881/prot-1881--ak--19.xml#L896
prot-1881--ak--19,12,i-L17URqLwGnGvgbDxrurj4z,Om skadestånden,,,,,https://betalab.kb.se/prot-1881--ak--19/prot_1881__ak__19-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1881/prot-1881--ak--19.xml#L900
prot-1881--ak--19,12,i-D4Lp9mssY3eX2kD7MHTQ4F,åt 8. J. Bladh.,,,,,https://betalab.kb.se/prot-1881--ak--19/prot_1881__ak__19-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1881/prot-1881--ak--19.xml#L905
prot-1881--ak--19,12,i-DJEKCUJpr8AnwvC6UGJKgG,(Forts.) härads,,,,,https://betalab.kb.se/prot-1881--ak--19/prot_1881__ak__19-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1881/prot-1881--ak--19.xml#L910
prot-1881--ak--19,12,i-JBf8Wf9iKCwNkSmyRoVbw8,"gångskostnader,",,,,,https://betalab.kb.se/prot-1881--ak--19/prot_1881__ak__19-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1881/prot-1881--ak--19.xml#L916
prot-1881--ak--19,12,i-Jmw6LDk5NpCRecDQTcWNe3,"ropadt vittne, ",,,,,https://betalab.kb.se/prot-1881--ak--19/prot_1881__ak__19-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1881/prot-1881--ak--19.xml#L921
prot-1881--ak--19,12,i-D4NFrjLfxEWcfkJWee6tAG,Sådan denna frå,,,,,https://betalab.kb.se/prot-1881--ak--19/prot_1881__ak__19-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1881/prot-1881--ak--19.xml#L926
prot-1881--ak--19,12,i-Qpnv1PU5BuaYfVTm534ToH,del icke våga t,,,,,https://betalab.kb.se/prot-1881--ak--19/prot_1881__ak__19-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1881/prot-1881--ak--19.xml#L931
prot-1881--ak--19,12,i-FSjLwJhahQN74XkfVPXFnk,bevilja något b,,,,,https://betalab.kb.se/prot-1881--ak--19/prot_1881__ak__19-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1881/prot-1881--ak--19.xml#L934
prot-1881--ak--19,12,i-CBb76sxwDn6ZZMgtd95ZRP,"olyckor, som de",,,,,https://betalab.kb.se/prot-1881--ak--19/prot_1881__ak__19-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1881/prot-1881--ak--19.xml#L938
prot-1881--ak--19,12,i-MJogZ4Av3YMHMhSvYdLWvy,varit utsatt fö,,,,,https://betalab.kb.se/prot-1881--ak--19/prot_1881__ak__19-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1881/prot-1881--ak--19.xml#L943
prot-1881--ak--19,12,i-CU29HU8cQfNkDTBcmSaC3a,annan sak. Men ,,,,,https://betalab.kb.se/prot-1881--ak--19/prot_1881__ak__19-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1881/prot-1881--ak--19.xml#L949
prot-1881--ak--19,12,i-NUrjyehGArsLpFmDgCgyLV,velat framhålla,,,,,https://betalab.kb.se/prot-1881--ak--19/prot_1881__ak__19-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1881/prot-1881--ak--19.xml#L954
prot-1881--ak--19,12,i-AradTCXAvMtd8XrhQxFSsX,icke tilltror m,,,,,https://betalab.kb.se/prot-1881--ak--19/prot_1881__ak__19-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1881/prot-1881--ak--19.xml#L959
prot-1881--ak--19,12,i-DjuwSTdo5s9wD9X53Gy4t2,i fråga något a,,,,,https://betalab.kb.se/prot-1881--ak--19/prot_1881__ak__19-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1881/prot-1881--ak--19.xml#L963
prot-1881--ak--19,12,i-3k8fxZEPrrXLHwaradvweG,Herr Sven Nilss,,,,,https://betalab.kb.se/prot-1881--ak--19/prot_1881__ak__19-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1881/prot-1881--ak--19.xml#L967
prot-1881--ak--19,12,i-BMC8XKvfjkgdd8r7pCC5Yy,Det förhåller s,,,,,https://betalab.kb.se/prot-1881--ak--19/prot_1881__ak__19-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1881/prot-1881--ak--19.xml#L971
prot-1882--ak--13,43,i-XjsxbVq2H6EyvZb7Cp49YS,Lördagen den 25,,,,,https://betalab.kb.se/prot-1882--ak--13/prot_1882__ak__13-042.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--13.xml#L3524
prot-1882--ak--13,43,i-TbDH2g7mXPNvRXBkautwvK,nat än att förl,,,,,https://betalab.kb.se/prot-1882--ak--13/prot_1882__ak__13-042.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--13.xml#L3530
prot-1882--ak--13,43,i-YWsPkmauEF7vhqSNA14Eid,Utan att vidare,,,,,https://betalab.kb.se/prot-1882--ak--13/prot_1882__ak__13-042.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--13.xml#L3535
prot-1882--ak--13,43,i-KwgBFoqa82jvEsPYWRvU5o,För min del åbe,,,,,https://betalab.kb.se/prot-1882--ak--13/prot_1882__ak__13-042.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--13.xml#L3547
prot-1882--ak--13,43,i-EvHiy4xZXWP93EhhGNaxuA,Herr Hammarberg,,,,,https://betalab.kb.se/prot-1882--ak--13/prot_1882__ak__13-042.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--13.xml#L3553
prot-1882--ak--13,43,i-LCGQGMBfMfaWvj65UirzQE,Ehuru Frågan ge,,,,,https://betalab.kb.se/prot-1882--ak--13/prot_1882__ak__13-042.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--13.xml#L3557
prot-1882--ak--13,43,i-GYy735aVb1tJd7xnwwFbNN,Herr J. Anderss,,,,,https://betalab.kb.se/prot-1882--ak--13/prot_1882__ak__13-042.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--13.xml#L3569
prot-1882--ak--13,43,i-F6Yirbdui3FRJkoKz3UYkn,Jag har förut i,,,,,https://betalab.kb.se/prot-1882--ak--13/prot_1882__ak__13-042.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--13.xml#L3573
prot-1882--ak--13,43,i-Lt7ZAzAug1yu4hNJ3yBZT2,N:o 13.,,,,,https://betalab.kb.se/prot-1882--ak--13/prot_1882__ak__13-042.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--13.xml#L3600
prot-1882--ak--13,43,i-A9g7w6PLLGTCM92v4Ewp3x,Angående förmån,,,,,https://betalab.kb.se/prot-1882--ak--13/prot_1882__ak__13-042.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--13.xml#L3603
prot-1882--ak--13,43,i-9AGvdksK6D1pshPSRG6P3V,(Forts.),,,,,https://betalab.kb.se/prot-1882--ak--13/prot_1882__ak__13-042.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--13.xml#L3606
prot-1882--ak--58,52,i-EAhxc7cbHxWWxefbnZyDTC,N:o 58.,,,,,https://betalab.kb.se/prot-1882--ak--58/prot_1882__ak__58-051.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--58.xml#L4073
prot-1882--ak--58,52,i-9c62ijs2BdrMtW8b9yxWPQ,Angående försla,,,,,https://betalab.kb.se/prot-1882--ak--58/prot_1882__ak__58-051.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--58.xml#L4076
prot-1882--ak--58,52,i-FCmUSyCKpRiepWmyKYTT4P,52 Lördagen den,,,,,https://betalab.kb.se/prot-1882--ak--58/prot_1882__ak__58-051.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--58.xml#L4079
prot-1882--ak--58,52,i-9qsJeWtvca8awLXXShu6rU,inkomsten använ,,,,,https://betalab.kb.se/prot-1882--ak--58/prot_1882__ak__58-051.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--58.xml#L4083
prot-1882--ak--58,52,i-XHfKSiY2CLAT1zXy7Jki4b,Chefen för Kong,,,,,https://betalab.kb.se/prot-1882--ak--58/prot_1882__ak__58-051.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--58.xml#L4102
prot-1882--ak--58,52,i-W46UGMXfTzJDc3TwJ9GFYw,Det förefaller ,,,,,https://betalab.kb.se/prot-1882--ak--58/prot_1882__ak__58-051.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--58.xml#L4107
prot-1882--ak--58,52,i-DB8Gz52FE36Gp5J19FhKzg,Herr Farup:,,,,,https://betalab.kb.se/prot-1882--ak--58/prot_1882__ak__58-051.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--58.xml#L4120
prot-1882--ak--58,52,i-9iNx9EJnQddMWvQpUSBuRr,Jag bugar mig f,,,,,https://betalab.kb.se/prot-1882--ak--58/prot_1882__ak__58-051.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--58.xml#L4124
prot-1882--ak--58,52,i-M46CmR4es7Kzcw1CwPmn4R,Herr von der La,,,,,https://betalab.kb.se/prot-1882--ak--58/prot_1882__ak__58-051.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--58.xml#L4135
prot-1882--ak--58,52,i-KppkvB8mwFZiKq3BE42ecZ,Med afseende å ,,,,,https://betalab.kb.se/prot-1882--ak--58/prot_1882__ak__58-051.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--58.xml#L4138
prot-1882--ak--58,52,i-7HRz6UngzQZ8yA8JjStAPD,Genom den förän,,,,,https://betalab.kb.se/prot-1882--ak--58/prot_1882__ak__58-051.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--ak--58.xml#L4147
prot-1882--fk--23,50,i-85YjNN7hbocAXfGTonWHJW,N:0 23.,,,,,https://betalab.kb.se/prot-1882--fk--23/prot_1882__fk__23-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--fk--23.xml#L3767
prot-1882--fk--23,50,i-S3HoT9dSPo6Gh98GHRLSpm,"Ifrå, asatt för",,,,,https://betalab.kb.se/prot-1882--fk--23/prot_1882__fk__23-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--fk--23.xml#L3770
prot-1882--fk--23,50,i-TZBymXfkh8DqJemQvsTHj6,50 Lördagen den,,,,,https://betalab.kb.se/prot-1882--fk--23/prot_1882__fk__23-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--fk--23.xml#L3773
prot-1882--fk--23,50,i-RZdQSqw2QXQrggBzvngWFs,Om man nu skull,,,,,https://betalab.kb.se/prot-1882--fk--23/prot_1882__fk__23-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--fk--23.xml#L3777
prot-1882--fk--23,50,i-FtwJ4YcY4Bi3JXWDXvuifn,Det förefaller ,,,,,https://betalab.kb.se/prot-1882--fk--23/prot_1882__fk__23-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--fk--23.xml#L3790
prot-1882--fk--23,50,i-Wu26zDuqXaZYJ76dRkgxAN,En ärad talare ,,,,,https://betalab.kb.se/prot-1882--fk--23/prot_1882__fk__23-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--fk--23.xml#L3801
prot-1882--fk--23,50,i-83qxnKj71wpsCdkdoRqdXS,Rop hördes nu p,,,,,https://betalab.kb.se/prot-1882--fk--23/prot_1882__fk__23-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--fk--23.xml#L3818
prot-1882--fk--23,50,i-2Fu1dtTB5tJj2TXfnBpv3Q,Herr von Möller,,,,,https://betalab.kb.se/prot-1882--fk--23/prot_1882__fk__23-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--fk--23.xml#L3822
prot-1882--fk--23,50,i-GhXzMSW95Fm6rQbwvzxfpj,Mine Herrar! Ja,,,,,https://betalab.kb.se/prot-1882--fk--23/prot_1882__fk__23-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--fk--23.xml#L3826
prot-1882--fk--23,50,i-AM2ESYPKpa7eNB9gquHpzG,Om staten ville,,,,,https://betalab.kb.se/prot-1882--fk--23/prot_1882__fk__23-049.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--fk--23.xml#L3844
prot-1882--fk--35,13,i-G8gBwVGyW9XrZpes2NyRHt,Lördagen den 29,,,,,https://betalab.kb.se/prot-1882--fk--35/prot_1882__fk__35-012.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--fk--35.xml#L1034
prot-1882--fk--35,13,i-G1xhFxiNtjgjNm2cJq7usC,En ärad talare ,,,,,https://betalab.kb.se/prot-1882--fk--35/prot_1882__fk__35-012.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--fk--35.xml#L1038
prot-1882--fk--35,13,i-DDyxm93VQUXQfT7nmSWT8Y,"Det understöd, ",,,,,https://betalab.kb.se/prot-1882--fk--35/prot_1882__fk__35-012.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--fk--35.xml#L1051
prot-1882--fk--35,13,i-DsdiAAkmCHEVTym7vzdU57,För icke länge ,,,,,https://betalab.kb.se/prot-1882--fk--35/prot_1882__fk__35-012.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--fk--35.xml#L1060
prot-1882--fk--35,13,i-47mxDUKq4Qob17HACypYWV,precist i samma,,,,,https://betalab.kb.se/prot-1882--fk--35/prot_1882__fk__35-012.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--fk--35.xml#L1065
prot-1882--fk--35,13,i-AvuJ6riNRGV2dWzYkdvgm7,Jag har i korth,,,,,https://betalab.kb.se/prot-1882--fk--35/prot_1882__fk__35-012.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--fk--35.xml#L1081
prot-1882--fk--35,13,i-KwqHus7geCcSoRe5ycVyY9,Herr Bäckström:,,,,,https://betalab.kb.se/prot-1882--fk--35/prot_1882__fk__35-012.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--fk--35.xml#L1092
prot-1882--fk--35,13,i-8pbv85yYbny24xnM8uDFso,Jernvägsbetänka,,,,,https://betalab.kb.se/prot-1882--fk--35/prot_1882__fk__35-012.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1882/prot-1882--fk--35.xml#L1096
prot-1883--fk--47,23,i-T4JhwjbbH4WLt83CtqwWp9,Onsdagen den 23,,,,,https://betalab.kb.se/prot-1883--fk--47/prot_1883__fk__47-022.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1883/prot-1883--fk--47.xml#L2136
prot-1883--fk--47,23,i-LuEQ6zTjRwVnhkkS849xtj,Herr Nordenfelt,,,,,https://betalab.kb.se/prot-1883--fk--47/prot_1883__fk__47-022.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1883/prot-1883--fk--47.xml#L2139
prot-1883--fk--47,23,i-27EGSjAebPaPuXW8UkpaqD,Jag ber att få ,,,,,https://betalab.kb.se/prot-1883--fk--47/prot_1883__fk__47-022.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1880s/corpus/protocols/1883/prot-1883--fk--47.xml#L2143
