id,type,x,y,w,h,content,seg,intro,note
https://betalab.kb.se/prot-1920--ak--27#1-5-cblock_1-block_1,Text,144,239,1517,678,"tagen och antalet dylika lägenheter sålunda vara alldeles för obetyd- Ang. rått til\nligt, för att hänsyn behövde tagas till dem». Ja, det är verkligen 570 under\nett naket uttalande, som utskottet presterar, utan något som helst be- I tdanderäts\nvis för, huru många lägenheter det finnes, när det gäller en upp- upplåtet\nlåtelsetid av fem år eller en upplåtelsetid av tjugu år. Man har ut- = område.\ntalat, att det ej skulle vara så många lägenheter, men man har ej — frortsö\nbevisat, hur många det är. Och om det skulle vara så, att det endast\när ett fåtal -—— något, som utskottet utgår från -— anser utskottet,\natt man ej behöver taga hänsyn till detta fåtal lägenheter, när de gäller\n möjligheten att friköpa dem. Jag anser, att om det endast är ett\nfåtal lägenheter, det dock beror så mycket för dessas innehavare på,\natt de få friköpa dem, så att man bör taga hänsyn till fåtalet likaväl\n som till flertalet. Ty det betyder för dessa personer räddandet\nav deras hem. Och är det ett fåtal fall, anser jag, att hänsynen bör\nvara lika stor till detta fåtal fall som till det flertal, som man beräknar\n komma att falla över tjuguårstiden.\n""
",1,0,1
https://betalab.kb.se/prot-1920--ak--27#1-5-cblock_1-block_2,Text,147,919,1306,130,"Med hänsyn till denna omständighet, herr talman, skall jag be\natt få yrka på den ändringen i första paragrafen, att »tjugu år» utbytes\n mot »fem år».\n""
",1,0,0
https://betalab.kb.se/prot-1920--ak--27#1-5-cblock_2-block_3,Text,147,1088,1310,556,"Herr von Sneidern: Herr talman, mina herrar! Jag vill\nendast göra den bemärkningen vid denna lag, att den nu har återkommit\n i precis samma skick, som den antogs av kammaren för endast\n ett år sedan. Under sådana omständigheter, då kammaren icke\nundergått någon större förändring, så har såväl vid propositionens\nframläggande som vid utskottets behandling av ärendet man utgått\nfrån den synpunkten, att man föreställt sig, att kammaren nu icke vill\nställa sig på annan ståndpunkt än den, på vilken den så nyss ställt\nsig. Att ärendet återkommit beror, som vi veta, på att första kammaren\n avslog propositionen förra året. Jag skall därför icke nu ingå\npå någon längre framställning av de skäl, som gjort det nödvändigt\natt nu framlägga detta lagförslag så kort efter det 1918 års lag blivit\nav riksdagen antagen.\n""
",1,1,0
https://betalab.kb.se/prot-1920--ak--27#1-5-cblock_2-block_4,Text,149,1646,1309,639,"Den anmärkning, som den föregående ärade talaren gjorde mot utskottets\n motivering, den är iven besvarad genom det påpekande jag\nnu gjort. Det är i ett citat ur förra årets utskottsutlåtande, som detta\nframhållits, visserligen med gillande av detta årets utskott, men det\när även således någonting, som härleder sig från den föregående behandlingen.\n Den tid av tjugu år, som av Kungl. Maj:t föreslagits,\nhar man ansett vara en lämplig sådan för att just träffa det, som\nmed lagen åsyftas. Det är nu icke fråga om någon längre gående\nexpropriationsrätt för jordbrukslägenheter och dylikt. En sådan är\nföremål för behandling av jordkommissionen. Detta är en provisorisk\nlagstiftning till förmån för lägenhetsinnehavare, d. v. s. att göra det\nmöjligt för en bostadsinnehavare på ofri grund att friköpa lägenheten.\nDet är dem man vill hjälpa, och då har det gällt att mäkla rätt mellan\n de olika intressen, som här kunna göra sig gällande, dels husägarens\n och dels markägarens.\n""
",1,0,0
https://betalab.kb.se/prot-1920--ak--30#1-30-cblock_0-block_0,Text,155,153,99,28,"Nr 380.\n""
",0,0,1
https://betalab.kb.se/prot-1920--ak--30#1-30-cblock_1-block_1,Text,323,154,862,34,"30 Onsdagen den 17 mars, f. m.\n""
",0,0,1
https://betalab.kb.se/prot-1920--ak--30#1-30-cblock_2-block_2,Text,136,232,1497,42,"Ang. vissa mig så mycket jord, utan skött den lilla jordbit jag har, så gott jag\n""
",1,0,1
https://betalab.kb.se/prot-1920--ak--30#1-30-cblock_3-block_3,Text,120,261,344,51,"delar av tull- förmått\n""
",0,0,1
https://betalab.kb.se/prot-1920--ak--30#1-30-cblock_4-block_4,Text,138,300,163,71,"evillningen.\n(Forts.)\n""
",0,0,1
https://betalab.kb.se/prot-1920--ak--30#1-30-cblock_5-block_5,Text,323,275,1311,370,"Om herr Månsson verkligen har intresse av att, som han\npåstår, landets jordbrukarestam uppehålles, så måste han tänka på, att\nicke den näringen får behandlas som en blindtarm till Sveriges övriga\nräringar. Vi jordbrukare begära, åtminstone gör jag det, att få bli\nlika berättigade och lika behandlade som andra medborgare och ingenting\n annat, och så länge jag har den åsikten, kan jag protestera och\nöppet se var och en i ansiktet, som vill påstå, att jag för mig själv\noch för den sambhällsgrupp, Jag tillhör, vill skaffa mig oberättigade\nfördelar på andras bekostnad.\n""
",1,0,0
https://betalab.kb.se/prot-1920--ak--30#1-30-cblock_6-block_6,Text,322,691,1310,372,"Herr Lindman: Herr talman! Jag skulle vilja begagna willfället\n att tacka herr Månsson för den komplimang, som han riktade\ntill mig och som jag för egen del skulle kunna returnera till honom.\nJag vill säga, liksom jag tror mången i denna kammare, att man i herr\nMånsson alltid finner en man, som söker sanningen. Det är emellertid\n klart, att man under sitt sanningssökande understundom kan komma\n på sned, och det kan väl hända oss litet var. Säkert vill inte heller\nherr Månsson säga, att icke även han kan råka ut för att, som man\nsäger, hugga 1 sten någon gång.\n""
",1,1,0
https://betalab.kb.se/prot-1920--ak--30#1-30-cblock_6-block_7,Text,322,1067,1308,744,"Följer man hans resonemang här, då han ordar om exportindustrier,\n småbrukare, hantverkare och storbönder, så låter det mycket\nnaturligt, att om man producerar spannmål till högre pris genom att\nman har tullskydd, så kostar det mera, levnadskostnaderna stiga och\nsåledes också exportvarorna, varmed betalningen skall ske. För närvarande\n ha vi spannmål i Sverige, men om vi icke hade tillräckligt\nmed sådan här, så skulle saken te sig annorlunda. Herr Månsson vet,\natt råg och vete betalas av staten med 39 respektive 41 kronor per\nhundra kilogram. Alltså köpa vi upp de svenska jordbrukarnas säd\ntill det priset. Samtidigt säger bevillningsutskottets ordförande, att\ndet argentinska vetet kostar här i Sverige 60 kronor. Då tillåter jag\nmig fråga herr Månsson: Är det icke bättre, att vi ha säd i Sverige\ntill 41 kronor, än att vi måste importera från Angentina och betala\n60 kronor? Genom att man har det ordnat på detta sätt bli ju framställningskostnaderna\n på alla dessa produkter billigare än eljest. Att\nvi ha det på detta sätt, beror på att man under kristiden och tidigare\ngenom tullskydd och andra åtgärder sökt driva upp brödsädesproduktionen\n i detta land.\n""
",1,0,0
https://betalab.kb.se/prot-1920--ak--30#1-30-cblock_6-block_8,Text,324,1818,1307,455,"Antag nu, att man, som herr Månsson synes vilja göra, lämnar\nde s. k. större jordbruken vind för våg och icke bryr sig om att taga\nhand om dem som förut! Jag vill då först fästa uppmärksamheten\npå, att det är de större jordbruken. som det nu gäller, ty den verklige\n småbrukaren äter upp den säd, som han producerar i sitt eget\nhushåll, varför alltså det. som skall reserveras, för arbetarna och den\növriga icke sädesproducerande befolkningen måste komma från jordbrukare,\n som ha något överskott att lämna. «Låt oss alltså antaga. att\nbönderna icke få det skydd som de anse vara rättmätigt och vilket\nvore en ersättning för det underskott, som kan uppkomma genom lägre\npriser på den utländska marknaden, hur går det då? Då blir natur-\n""
",1,0,0
https://betalab.kb.se/prot-1920--fk--34#1-25-cblock_0-block_0,Text,563,151,1011,32,"Lördagen den 17 april, f. m. 25 Nr 2\n""
",0,0,1
https://betalab.kb.se/prot-1920--fk--34#1-25-cblock_1-block_1,Text,109,224,1524,167,"då må jag spörja, om vi inte skulle hava rätt att noggrant pröva, huru Förslag till\npass fast och säker denna grund blir murad. Nir man nu har sådan 9iftermålsbalk.\nbrådska att genomdriva saken, att man låtit detta betänkande komma = (Forts.)\nin till riksdagens kamrar så, att man endast har två dagar på sig, då\n""
",1,0,1
https://betalab.kb.se/prot-1920--fk--34#1-25-cblock_1-block_2,Text,110,391,1309,40,"man genom en liten enkel anordning kunde ha fått fem — det är icke\n""
",1,0,0
https://betalab.kb.se/prot-1920--fk--34#1-25-cblock_1-block_3,Text,110,432,1309,41,"mycket men alltid något mera — så tror jag, att denna brådska liksom\n""
",1,0,0
https://betalab.kb.se/prot-1920--fk--34#1-25-cblock_1-block_4,Text,109,475,1310,40,"brådskan att nu få förslaget avgjort, utan att låta oss vänta ett år\n""
",1,0,0
https://betalab.kb.se/prot-1920--fk--34#1-25-cblock_1-block_5,Text,108,517,1311,40,"eller så, den bottnar ytterst i en omedveten farhåga för att kvinnorna\n""
",1,0,0
https://betalab.kb.se/prot-1920--fk--34#1-25-cblock_1-block_6,Text,108,558,1311,41,"i landet, om och när de få rösträtt i denna fråga, kanske icke skulle\n""
",1,0,0
https://betalab.kb.se/prot-1920--fk--34#1-25-cblock_1-block_7,Text,107,600,1311,42,"dela de »intresserade kvinnokretsarnas» och icke heller »juristernas»\n""
",1,0,0
https://betalab.kb.se/prot-1920--fk--34#1-25-cblock_1-block_8,Text,108,644,265,36,"syn på tingen.\n""
",1,0,0
https://betalab.kb.se/prot-1920--fk--34#1-25-cblock_1-block_9,Text,105,688,1313,1551,"Det är också underbart att följa den förvandling, som försvaret\nav detta kungl. förslag genomgått under tidernas omskiftning. Den\nförsta fasen är den, som framträtt på nytt i herr statsrådets lovsång.\n Jag skulle vilja säga, att denna föreföll mig, när jag hörde\niden, som en reminiscens från den första tiden, och det såg nästan ut,\nsom om statsrådet icke riktigt följt med utvecklingen av försvaret till\nden ståndpunkt som nu utskottet intager. Det var en gång just utgångspunkten,\n detta prisande av förslaget såsom utomordentligt genom\n sin enkelhet och sin juristelegans, genom sin anpassning till det\n»nya» rättsmedvetande, som man upptäckt här i landet, och det prisades,\n därför att det tagit hänsyn till och förverkligat kvinnornas önskningar\n samt först och sist den skandinaviska enhetligheten i lagstiftningen.\n Så kom den andra fasen, när kritiken började, och i den fasen\nbefann sig frågan, till dess den återfördes till den förra genom anförandet\n från statsrådsbänken i dag. Den andra fasen betecknas\nav att talet om skandinavismen sakta tystnade: Danmark visade\nett större motstånd än man väntat, och ingen vet i denna stund,\nhuru det kommer att Jär gå med lagförslaget i höst. Så mycket\nsynes vara visst, att många omarbetningsförsök komma att göras. I\nNorge är förslaget ännu icke framlagt, och skandinavismen lärer\nicke vara i fara, om vi skulle vänta ännu en tid. Talet om juristelegansen\n har ock tystnat. Det var ett farligt tal, ty svaret blev i\nekots form: »juristlag», men det var icke behagligt, Jet ville man\nicke höra, och då var det ju bättre att tala sakta om juristelegansen.\n I stället har det nu kommit två andra teser till försvar.\nMan har kommit först med tesen om lekmännens missförstånd av\ndet juridiska innehållet; det lär vara så många lekmän, som 'mMissförstått\n vad förslaget innebär! Jag skall icke trötta kammaren med\nabt söka velerlägga talet om detta missförstånd; det har jag gjort i\nmin reservation. De, som vilja taga kännedom om saken, kunna\nläsa det där. Jag har icke skrivit reservationen i hopp att den nu\nskulle allmänt läsas och begrundas, men kanhända de, som genom\ndebatten föranledas att söka efter svar på en eller annan fråga.\nlättare kunna få det så, än om jag skulle upptaga tiden med att\nhär framlägga, vad jag redan sagt i min reservation. Jag kan därför\n icke heller tillmötesgå statsrådets förhoppning att vilare bro-\n""
",1,0,0
https://betalab.kb.se/prot-1920--fk--57#1-59-cblock_0-block_0,Text,578,160,843,41,"Onsdagen den 2 juni, e. m. 59\ng Jun,\n""
",0,0,1
https://betalab.kb.se/prot-1920--fk--57#1-59-cblock_1-block_1,Text,111,237,1314,335,"område de av motionären befarade monopoliseringssträvandena\nbliva verklighet torde en sådan utvecklig ej undgå statsmakternas\nuppmärksamhet.» Där ha vi det. Först skall det bli monopoliseringssträvanden,\n och sedan skall lagstiftningen komma efteråt,\nnär det kanske är försent till stor del åtminstone. Ar det icke\nav betydelse och vikt i sådant fall att se till, att man är beredd\npå en sädan utveckling, som måste komma och säkerligen i många\nfall har kommit?\n""
",1,0,0
https://betalab.kb.se/prot-1920--fk--57#1-59-cblock_1-block_2,Text,201,569,1222,43,"Vi stå nu inför detta fruktansvärda hot att icke kunna tillgodose\n""
",1,0,0
https://betalab.kb.se/prot-1920--fk--57#1-59-cblock_1-block_3,Text,118,608,1311,473," vårt behov av kol från England och när som helst drabbas\nav exportförbud i varje händelse nästan digna vi under de oerhörda\nyrisen.\n! Slutligen hänvisar utskottet till, att det har avgått en skrivelse\ntill Kungl. Maj:t med begäran om vidtagande av vissa åtgärder\nmot truster och monopolistiska sammanslutningar. Den hänvisningen\n kommer liksom i förbigående på slutet. Men det är ju en\nhelt annan sak. Det gäller här för övrigt icke blott truster och\nmonopoliserande sammanslutningar, utan även enskilda, som slå sig\npå uttnyttjande i spekulationssyfte. Då hjälper skrivelsen i alla\ntall icke något.\n""
",1,0,0
https://betalab.kb.se/prot-1920--fk--57#1-59-cblock_1-block_4,Text,117,1072,1314,380,"I det läge saken har, kan jag icke yrka bifall till motionen,\nsom innefattar ett komplicerat antal yrkande och bland dem det\nyrkande, att man i sammanhang med denna skrivelse ville hos\nregeringen begära att det i en definitiv lag eller i en särskild\nlagstiftning skall meddelas föreskrifter, som betrygga torvens uttagande\n på sådant sätt, att den kvarvarande marken icke för all\nframtid blir oduglig för skogsodling. Det senare är en försiktighetsåtgärd,\n som i viss utländsk lagstiftning är vidtagen, och som\nockså bör förekomma här.\n""
",1,0,0
https://betalab.kb.se/prot-1920--fk--57#1-59-cblock_1-block_5,Text,120,1450,1314,347,"Emellertid som sagt för att icke komplicera saken, vill jag\nnu i detta sakernas tillstånd och under åberopande av, att åtminstone\n det socialdemokratiska partiet varit för saken vid tidigare\n tillfällen, hoppas att man ingalunda betraktar en dylik fråga\nsom en partisak utan som en hjärtesak för nationen, och jag yrkar\ndärför, att riksdagen ville hos regeringen begära övervägande av\nen lagstiftning rörande koncession för förvärv av ägande- och nyttjanderätt\n av större mossar.\n""
",1,0,0
https://betalab.kb.se/prot-1920--fk--57#1-59-cblock_1-block_6,Text,126,1786,1312,513,"Det är den ena motionen. Vad nu den andra beträffar har\nutskottet tagit med den, men icke yttrat sig om den, och därför\nhar utskottet också kommit till ännu mera vilseledande resultat\nom möjligt angående den än om den första. Den andra motionen\nrörde sig om att få en koncessionslagstiftning för förvärv av\näganderätt — och nyttjanderätt — till större kalkstensfyndigheter\nsamt till större grus- och lertag. Motionären åberopar, att även\ndessa saker äro av betydelse för allmänheten och för industrien.\nKalkstensfyndigheterna erfordras för murbruksberedningen samt\nha dessutom en ofantlig vikt för jordbruket och även för åtskilliga\n industrier, och grus- och lertagen äro av betydelse för tegel-\noch murbrukstillverkningen samt för gators och vägars byggande\n""
",1,0,0
https://betalab.kb.se/prot-1920--fk--57#1-59-cblock_2-block_7,Text,1475,160,98,27,"Nr 57.\n""
",0,0,1
https://betalab.kb.se/prot-1920--fk--57#1-59-cblock_3-block_8,Text,1442,237,189,204,"Om koncession\n för förvärv\n av rätt\ntill vissa naturtillgångar.\n\n(Forts.)\n""
",0,0,1
https://betalab.kb.se/prot-1921--ak--55#1-65-cblock_0-block_0,Text,539,170,845,33,"Onsdagen den 8 juni, f. m. 69\n""
",0,0,1
https://betalab.kb.se/prot-1921--ak--55#1-65-cblock_1-block_1,Text,75,247,1306,417,"till nästa riksdag. Denna valreform måste nämligen kompletteras\nmed bestämmelser om sådana officiella valförberedelser, därest det\nicke skall uppstå en del obehagliga överraskningar, trassel och oreda\nvid valen. Det var det jag ville säga, och det fasthåller jag fortfarande.\n Jag framhöll också att orsaken till att jag inte kunde vara\nmed på reservationen var den, att jag anser, att riksdagen bör beredas\n tillfälle att i ett sammanhang pröva hela frågan och sålunda\näven förslaget om officiella valförberedelser, samt vidare, att man\ninte skall besvära allmänheten och valmyndigheterna med ändringar\ni vallagen gång efter annan.\n""
",1,0,0
https://betalab.kb.se/prot-1921--ak--55#1-65-cblock_1-block_2,Text,76,665,1299,82,"Detta var skälen för det yrkande jag framställde och som jag,\nherr talman, vidhåller.\n""
",1,0,0
https://betalab.kb.se/prot-1921--ak--55#1-65-cblock_2-block_3,Text,72,791,1304,544,"Chefen för justitiedepartementet herr statsrådet Ekeberg:\nHerr talman! Vad konstitutionsutskottets ärade ordförande här har\nanfört kom för mig en smula överraskande, då jag vid resonemang\nmed de sakunniga icke fått samma intryck som han. Jag vände mig\ndärför nu till de sakkunnigas ordförande, som för mig mycket kategoriskt\n förklarade, att han anser, att det nu föreliggande förslaget,\näven om det skulle stanna vid detta, avgjort är att föredraga framför\nden nu gällande ordningen. Jag vill också framhålla, att det åberopade\n yttrandet på sidan 7€ i de sakkunnigas betänkande närmast\när riktat mot ett införande av länsvalkretsar utan alla komplement.\nMen här föreslås ju dock i propositionen det komplement, som av de\nsakkunniga framhållits såsom det allra viktigaste, nämligen den\nförändrade sammanräkningsmetoden.\n""
",1,1,0
https://betalab.kb.se/prot-1921--ak--55#1-65-cblock_3-block_4,Text,67,1379,1303,461,"Herr Vennerström: Jag vill i största korthet som norrlänning\n nedlägga en protest mot herr Olssons i Rösta metod att tala\nå hela Norrlands vägnar. Jag har nyligen varit hemma och blev då\nuppringd av redaktören för den ledande liberala tidningen i Ångermanland,\n nämligen Västernorrlands Allehanda. Han bad mig uttryckligen\n å sitt partis vägnar, att jag skulle i riksdagen inlägga en\nbestämd protest mot att herr Olsson i Rösta och hans medmotionärer\nskulle tala å det samfällda Norrlands vägnar. Jag har velat fullgöra\ndet uppdraget, och jag vill därjämte tillägga, att även den ledande\nhögertidningen i samma landskap, nämligen Härnösandsposten, har\nlika bestämt uttalat sig till förmån för de stora valkretsarna.\n""
",1,1,0
https://betalab.kb.se/prot-1921--ak--55#1-65-cblock_4-block_5,Text,66,1884,1299,209,"Herr Olsson i Rösta: Herr talman! Jag ber att få framhålla,\n att jag inte talade å Norrlands vägnar i vidare mån, än att\njag talade å ett flertal Norrlandsrepresentanters vägnar, vilka undertecknat\n den av mig avgivna motionen. Det var endast detta jag\nville säga.\n""
",1,1,0
https://betalab.kb.se/prot-1921--ak--55#1-65-cblock_6-block_7,Text,155,2320,1166,36,"Andra kammarens protokoll 1921. Nr 55. 5\n""
",0,0,1
https://betalab.kb.se/prot-1921--ak--55#1-65-cblock_8-block_9,Text,1438,171,97,25,"Nr 55.\n""
",0,0,1
https://betalab.kb.se/prot-1921--ak--55#1-65-cblock_9-block_10,Text,1394,248,197,129,"Om\nändringar i\nlagen om val\ntill riksdagen.\n""
",0,0,1
https://betalab.kb.se/prot-1921--ak--55#1-65-cblock_9-block_11,Text,1445,390,94,27,"(Forts.\n""
",0,0,1
https://betalab.kb.se/prot-1921--ak--60#1-89-cblock_0-block_0,Text,545,165,1117,144,"Onsdagen den 15 juni, f. m. 89 Nr 60.\nz Gemensamma\nTrettonde omröstningen: omröstningar.\n""
",0,0,1
https://betalab.kb.se/prot-1921--ak--60#1-89-cblock_1-block_1,Text,330,315,955,44,"(enligt bankoutskottets memorial nr 75, punkt 1).\n""
",0,0,1
https://betalab.kb.se/prot-1921--ak--60#1-89-cblock_2-block_2,Text,158,382,1298,167,"»Den, som i likhet med första kammaren vill bifalla vad utskottet\n hemställt eller att riksdagen må i nedannämnda delar godkänna\n följande lydelse av den vid avlöningsreglementet för befattningshavare\n vid riksdagens verk fogade tjänsteförteckningen:\n""
",0,0,1
https://betalab.kb.se/prot-1921--ak--60#1-89-cblock_3-block_3,Text,150,606,1308,608,"Riksbanken.\nHuvudkontoret.\n50 tjänstemän (1 aktnarie, 1 kontrollant å utrikesavdelningen,\n 1 arkivarie, 2 registratorer, 4 revisorer, 8 kagsörer, 1 föreståndare\n för sedelräkningsavdelningen, 1 föreståndare för mynträkningsavdelningen,\n 2 korrespondenter och 29 bokhållare) . . A 14\nAvdelningskontoret i Göteborg.\n8 tjänstemän (1 revisor, 1 registrator, 1 korrespondent, 3 kassörer\n och 2 bokhållare) . . .. ooo ooo... A 14\nAvdelningskontoret i Malmö.\n7 tjänstemän (1 revisor, 1 registrator, 1 korrespondent, 2 kas-\n""
",0,0,1
https://betalab.kb.se/prot-1921--ak--60#1-89-cblock_4-block_4,Text,149,1207,1308,322,"sörer och 2 bokhållare) . . ooo ooo ss osv... A 14\nRiksgäldskontoret.\n2 IEVisOrer . soo ro rr rr rr rr rr rr rr or bra A 14\nröstar\nJa;\n""
",0,0,1
https://betalab.kb.se/prot-1921--ak--60#1-89-cblock_5-block_5,Text,239,1542,598,101,"Den, det ej vill, röstar\nNej;\n""
",0,0,1
https://betalab.kb.se/prot-1921--ak--60#1-89-cblock_6-block_6,Text,151,1685,1298,133,"Vinner Nej, har riksdagen i likhet med andra kammaren bifallit\n utskottets hemställan med följande ändringar i den till avlöningsreglementet\n hörande tjänsteförteckningen, nämligen:\n""
",0,0,1
https://betalab.kb.se/prot-1921--ak--60#1-89-cblock_7-block_7,Text,367,1843,908,44,"under rubriken »Riksbanken, Huvudkontoret»;\n""
",0,0,1
https://betalab.kb.se/prot-1921--ak--60#1-89-cblock_8-block_10,Text,144,2037,1281,166,">25 tjänstemän (1 aktuarie, 1 kontrollant å utrikesavdelningen,\n 1 arkivarie, 2 registratorer, 3 revisorer, 4 kassörer,\n1 föreståndare för sedelräkningsavdelningen, 1 korrespondent\noeh 11 bokhållare) . . ooo ooo... ..... A 14\n""
",0,0,1
https://betalab.kb.se/prot-1921--ak--60#1-89-cblock_8-block_11,Text,144,2205,1306,89,"25 tjänstemän (1 revisor, 4 kassörer, 1 föreståndare för\nmynträkningsavdelningen, 1 korrespondent och 18 bokhållare) A 132;\n""
",0,0,1
https://betalab.kb.se/prot-1921--ak--60#1-89-cblock_8-block_8,Text,235,1903,202,39,"att stycket\n""
",0,0,1
https://betalab.kb.se/prot-1921--ak--60#1-89-cblock_8-block_9,Text,145,1953,1292,88,"»50 tjänstemän (1 aktuarie — — — 29 bokhållare) . . . A 14»\nutbytts mot följande två stycken:\n""
",0,0,1
https://betalab.kb.se/prot-1921--ak--60#1-89-cblock_9-block_12,Text,1522,320,95,29,"(Forts.)\n""
",0,0,1
https://betalab.kb.se/prot-1921--fk--24#1-15-cblock_0-block_0,Text,609,188,854,32,"Fredagen den 15 april. IS\n""
",0,0,1
https://betalab.kb.se/prot-1921--fk--24#1-15-cblock_1-block_1,Text,132,278,1333,443,"sätt kan övertyga herr Björkman och dem som tänka lika med honom.\nJag kan nämligen icke frigöra mig från den tanken, att för de förbudstroende\n i förbudet ingått något rent av heligt, ett visst religiöst moment,\n något av dogm; och då hjälpa inga skäl. Det vill förefalla mig\nnästan, som om förbudsvännerna skulle betrakta förbudet som något\nmera än ett medel till att hjälpa oss fram till en bättre folknykterhet.\nDe betrakta det som ett självändamål. Det tyckes icke hjälpa, att man\nskapar ett nyktert svenskt folk; det måste ske på det rätta sättet. För\nmin del tror jag, att detta medel — förbudet — är overksamt och åtminstone\n under överskådlig tid närmast skadligt.\n""
",1,0,0
https://betalab.kb.se/prot-1921--fk--24#1-15-cblock_2-block_2,Text,132,787,1333,311,"Herr Winberg: Det skall icke falla mig in att här taga upp någon\n debatt med herr statsministern rörande den mönstergilla nykterhetslagstiftning,\n som vi enligt hans uppfattning lära ha här i landet, ty på\nden punkten skulle jag tro, att vi hava åtskilligt divergerande uppfattning.\n Jag skulle dock vilja säga, att med den erfarenhet man har om\ndenna lagstiftnings verkan här i landet, vore det kanske skäl att uttala\nsig litet mindre bestämt om de mönstergilla egenskaper den har.\n""
",1,1,0
