package_id,pagenumber,url,Annotator
prot-1923--ak--31,94,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1923/prot-1923--ak--31.xml,Robin
prot-1929--ak--21,37,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1929/prot-1929--ak--21.xml,Johan
prot-1938--ak--18,52,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1938/prot-1938--ak--18.xml,Johan
prot-1938--ak--9,10,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1938/prot-1938--ak--9.xml,Fredrik
prot-1933--ak--42,22,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1933/prot-1933--ak--42.xml,Fredrik
prot-1933--ak--48,45,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1933/prot-1933--ak--48.xml,Väinö
prot-1938--ak--37,59,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1938/prot-1938--ak--37.xml,Robin
prot-1935--ak--38,89,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1935/prot-1935--ak--38.xml,Robin
prot-1931--fk--34,105,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1931/prot-1931--fk--34.xml,Johan
prot-1940--ak--43,6,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1940/prot-1940--ak--43.xml,Johan
prot-1934--fk--3,95,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1934/prot-1934--fk--3.xml,Fredrik
prot-1936--ak--34,114,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1936/prot-1936--ak--34.xml,Fredrik
prot-1939--ak--25,23,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1939/prot-1939--ak--25.xml,Väinö
prot-1935--fk--28,119,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1935/prot-1935--fk--28.xml,Robin
prot-1934--fk--33,57,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1934/prot-1934--fk--33.xml,Robin
prot-1939-urtima-ak--26,2,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1939/prot-1939-urtima-ak--26.xml,Johan
prot-1939--fk--23,28,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1939/prot-1939--fk--23.xml,Johan
prot-1936--ak--9,58,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1936/prot-1936--ak--9.xml,Fredrik
prot-1934--fk--39,33,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1934/prot-1934--fk--39.xml,Fredrik
prot-1935--fk--42,11,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1935/prot-1935--fk--42.xml,Väinö
prot-1936--ak--37,24,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1936/prot-1936--ak--37.xml,Robin
prot-1934--ak--17,11,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1934/prot-1934--ak--17.xml,Robin
prot-1932--ak--1,4,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1932/prot-1932--ak--1.xml,Johan
prot-1936--fk--42,42,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1936/prot-1936--fk--42.xml,Johan
prot-1936--fk--18,15,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1936/prot-1936--fk--18.xml,Fredrik
prot-1936--ak--39,8,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1936/prot-1936--ak--39.xml,Fredrik
prot-1936--ak--3,1,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1936/prot-1936--ak--3.xml,Väinö
prot-1949--ak--22,103,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1949/prot-1949--ak--22.xml,Robin
prot-1942--ak--10,20,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1942/prot-1942--ak--10.xml,Robin
prot-1944--ak--19,54,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1944/prot-1944--ak--19.xml,Johan
prot-1946--fk--7,15,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1946/prot-1946--fk--7.xml,Johan
prot-1950--ak--23,2,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1950/prot-1950--ak--23.xml,Fredrik
prot-1950-höst-ak--30,31,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1950/prot-1950-höst-ak--30.xml,Fredrik
prot-1948--ak--11,33,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1948/prot-1948--ak--11.xml,Väinö
prot-1950--ak--21,39,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1950/prot-1950--ak--21.xml,Robin
prot-1942--ak--13,109,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1942/prot-1942--ak--13.xml,Robin
prot-1942--ak--15,53,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1942/prot-1942--ak--15.xml,Johan
prot-1944-höst-ak--32,4,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1944/prot-1944-höst-ak--32.xml,Johan
prot-1943--ak--15,21,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1943/prot-1943--ak--15.xml,Fredrik
prot-1948-höst-ak--40,166,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1948/prot-1948-höst-ak--40.xml,Fredrik
prot-1948--ak--22,14,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1948/prot-1948--ak--22.xml,Väinö
prot-1948--fk--24,104,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1948/prot-1948--fk--24.xml,Robin
prot-1942--fk--26,51,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1942/prot-1942--fk--26.xml,Robin
prot-1948-höst-fk--40,62,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1948/prot-1948-höst-fk--40.xml,Johan
prot-1943--fk--10,122,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1943/prot-1943--fk--10.xml,Johan
prot-1945-höst-ak--34,104,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1945/prot-1945-höst-ak--34.xml,Fredrik
prot-1950--ak--12,130,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1950/prot-1950--ak--12.xml,Fredrik
prot-1946--ak--9,4,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1946/prot-1946--ak--9.xml,Väinö
prot-1945--fk--10,2,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1945/prot-1945--fk--10.xml,Robin
prot-1949--fk--16,34,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1949/prot-1949--fk--16.xml,Robin
prot-1942--ak--20,123,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1942/prot-1942--ak--20.xml,Johan
prot-1946--ak--14,23,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1946/prot-1946--ak--14.xml,Johan
prot-1955-höst-ak--25,0,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1955/prot-1955-höst-ak--25.xml,Fredrik
prot-1956-höst-ak--29,35,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1956/prot-1956-höst-ak--29.xml,Fredrik
prot-1956--ak--20,128,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1956/prot-1956--ak--20.xml,Väinö
prot-1959--fk--2,128,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1959/prot-1959--fk--2.xml,Robin
prot-1960--fk--14,22,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1960/prot-1960--fk--14.xml,Robin
prot-1959--ak--13,22,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1959/prot-1959--ak--13.xml,Johan
prot-1953-höst-ak--29,14,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1953/prot-1953-höst-ak--29.xml,Johan
prot-1954--fk--2,37,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1954/prot-1954--fk--2.xml,Fredrik
prot-1957--ak--20,161,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1957/prot-1957--ak--20.xml,Fredrik
prot-1953--ak--16,130,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1953/prot-1953--ak--16.xml,Väinö
prot-1959--ak--6,10,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1959/prot-1959--ak--6.xml,Robin
prot-1955-höst-ak--29,13,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1955/prot-1955-höst-ak--29.xml,Robin
prot-1957-höst-ak--24,151,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1957/prot-1957-höst-ak--24.xml,Johan
prot-1959-höst-fk--30,5,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1959/prot-1959-höst-fk--30.xml,Johan
prot-1955--ak--15,146,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1955/prot-1955--ak--15.xml,Fredrik
prot-1951--ak--25,57,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1951/prot-1951--ak--25.xml,Fredrik
prot-1957--ak--18,17,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1957/prot-1957--ak--18.xml,Väinö
prot-1953--ak--9,59,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1953/prot-1953--ak--9.xml,Robin
prot-1955-höst-ak--32,91,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1955/prot-1955-höst-ak--32.xml,Robin
prot-1956--fk--20,131,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1956/prot-1956--fk--20.xml,Johan
prot-1959--ak--14,44,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1959/prot-1959--ak--14.xml,Johan
prot-1954--ak--2,15,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1954/prot-1954--ak--2.xml,Fredrik
prot-1955--fk--18,2,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1955/prot-1955--fk--18.xml,Fredrik
prot-1952--ak--2,172,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1952/prot-1952--ak--2.xml,Väinö
prot-1958-b-ak--12,94,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1958/prot-1958-b-ak--12.xml,Robin
prot-1970-höst-ak--38,11,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1970/prot-1970-höst-ak--38.xml,Robin
prot-1970--fk--10,55,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1970/prot-1970--fk--10.xml,Johan
prot-1965-höst-ak--40,88,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1965/prot-1965-höst-ak--40.xml,Johan
prot-1967--fk--25,41,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1967/prot-1967--fk--25.xml,Fredrik
prot-1967--fk--7,3,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1967/prot-1967--fk--7.xml,Fredrik
prot-1970--fk--27,236,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1970/prot-1970--fk--27.xml,Väinö
prot-1966--ak--14,34,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1966/prot-1966--ak--14.xml,Robin
prot-1965--fk--28,48,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1965/prot-1965--fk--28.xml,Robin
prot-1962--ak--4,21,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1962/prot-1962--ak--4.xml,Johan
prot-1966-höst-fk--29,1,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1966/prot-1966-höst-fk--29.xml,Johan
prot-1970-höst-ak--37,37,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1970/prot-1970-höst-ak--37.xml,Fredrik
prot-1968--ak--30,85,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1968/prot-1968--ak--30.xml,Fredrik
prot-1967-höst-fk--39,7,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1967/prot-1967-höst-fk--39.xml,Väinö
prot-1961--fk--7,15,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1961/prot-1961--fk--7.xml,Robin
prot-1969--ak--10,37,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1969/prot-1969--ak--10.xml,Robin
prot-1968--fk--23,46,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1968/prot-1968--fk--23.xml,Johan
prot-1963--ak--16,30,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1963/prot-1963--ak--16.xml,Johan
prot-1964--ak--25,67,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1964/prot-1964--ak--25.xml,Fredrik
prot-1963--ak--24,4,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1963/prot-1963--ak--24.xml,Fredrik
prot-1968--fk--10,7,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1968/prot-1968--fk--10.xml,Väinö
prot-1965--fk--5,23,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1965/prot-1965--fk--5.xml,Robin
prot-1969--fk--22,62,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1969/prot-1969--fk--22.xml,Robin
prot-1969--fk--17,67,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1969/prot-1969--fk--17.xml,Johan
prot-1968--ak--28,68,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1968/prot-1968--ak--28.xml,Johan
prot-1967-höst-fk--53,83,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1967/prot-1967-höst-fk--53.xml,Fredrik
prot-1973--92,14,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1973/prot-1973--92.xml,Fredrik
prot-197576--13,60,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/197576/prot-197576--13.xml,Väinö
prot-1971--67,44,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1971/prot-1971--67.xml,Robin
prot-197980--48,53,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/197980/prot-197980--48.xml,Robin
prot-197778--23,36,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/197778/prot-197778--23.xml,Johan
prot-197778--161,45,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/197778/prot-197778--161.xml,Johan
prot-1973--138,29,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1973/prot-1973--138.xml,Fredrik
prot-197879--89,23,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/197879/prot-197879--89.xml,Fredrik
prot-197980--56,40,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/197980/prot-197980--56.xml,Väinö
prot-1972--41,63,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1972/prot-1972--41.xml,Robin
prot-1974--120,110,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1974/prot-1974--120.xml,Robin
prot-197778--52,17,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/197778/prot-197778--52.xml,Johan
prot-1972--53,87,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1972/prot-1972--53.xml,Johan
prot-197980--94,29,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/197980/prot-197980--94.xml,Fredrik
prot-1972--79,3,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1972/prot-1972--79.xml,Fredrik
prot-1975--88,9,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1975/prot-1975--88.xml,Väinö
prot-1973--150,8,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1973/prot-1973--150.xml,Robin
prot-1974--142,78,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1974/prot-1974--142.xml,Robin
prot-197879--142,8,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/197879/prot-197879--142.xml,Johan
prot-1974--120,103,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1974/prot-1974--120.xml,Johan
prot-197879--106,17,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/197879/prot-197879--106.xml,Fredrik
prot-197576--119,14,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/197576/prot-197576--119.xml,Fredrik
prot-1973--72,28,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1973/prot-1973--72.xml,Väinö
prot-197980--83,9,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/197980/prot-197980--83.xml,Robin
prot-1972--58,43,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/1972/prot-1972--58.xml,Robin
prot-198384--92,100,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198384/prot-198384--92.xml,Johan
prot-198283--93,5,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198283/prot-198283--93.xml,Johan
prot-198788--92,24,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198788/prot-198788--92.xml,Fredrik
prot-198990--80,16,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198990/prot-198990--80.xml,Fredrik
prot-198485--50,29,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198485/prot-198485--50.xml,Väinö
prot-198384--81,0,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198384/prot-198384--81.xml,Robin
prot-198788--136,69,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198788/prot-198788--136.xml,Robin
prot-198889--107,91,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198889/prot-198889--107.xml,Johan
prot-198384--94,5,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198384/prot-198384--94.xml,Johan
prot-198990--127,75,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198990/prot-198990--127.xml,Fredrik
prot-198788--127,116,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198788/prot-198788--127.xml,Fredrik
prot-198182--26,44,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198182/prot-198182--26.xml,Väinö
prot-198889--47,5,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198889/prot-198889--47.xml,Robin
prot-198788--110,11,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198788/prot-198788--110.xml,Robin
prot-198384--51,18,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198384/prot-198384--51.xml,Johan
prot-198889--103,82,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198889/prot-198889--103.xml,Johan
prot-198788--46,34,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198788/prot-198788--46.xml,Fredrik
prot-198182--157,30,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198182/prot-198182--157.xml,Fredrik
prot-198687--123,97,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198687/prot-198687--123.xml,Väinö
prot-198384--72,25,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198384/prot-198384--72.xml,Robin
prot-198990--138,7,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198990/prot-198990--138.xml,Robin
prot-198788--104,24,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198788/prot-198788--104.xml,Johan
prot-198990--35,106,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198990/prot-198990--35.xml,Johan
prot-198990--100,144,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198990/prot-198990--100.xml,Fredrik
prot-198182--1,2,https://github.com/welfare-state-analytics/riksdagen-corpus/tree/mp/corpus/198182/prot-198182--1.xml,Fredrik
