id,type,tag,box,content
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_1-block_11",Text,1,"264,1704,733,121","nr 140, av herr Osvald m. fl., om ökat\nanslag till den praktiskt vetenskapliga\nverksamheten å Weibullsholm;\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_1-block_12",Text,1,"262,1830,735,203","nr 141, av herr Velander m. fl., i anledning\n av Kungl. Maj:ts framställningar\nom anslag till bidrag till jordbrukets rationalisering\n m. fl. anslag under nionde\nhuvudtiteln;\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_1-block_13",Text,1,"259,2041,735,203","nr 142, av herr Larsson, Nils Theodor,\noch herr Franzén, i anledning av Kungl.\nMaj:ts framställning om anslag till täckande\n av förluster på grund av statlig\nkreditgaranti;\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_1-block_14",Text,1,"259,2252,736,159","nr 143, av herr Bengtson och herr\nPersson, Johan, angående förslag till\n1957 års riksdag rörande vattenvårdens\norganisation m. m.;\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_1-block_15",Text,1,"258,2419,733,80","nr 144, av herr Hermansson, Herbert,\nm. fl., om förlängd amorteringstid för\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_3-block_32",Text,1,"1070,2466,692,34","nr 159, av herr Andersson, Axel, om\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_3-block_31",Text,1,"1031,2340,733,120","nr 158, av fru Nilsson m. fl., om vidgning\n av frikretsområdena för telefonsamtal\n på landsbygden;\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_3-block_30",Text,1,"1033,2172,732,161","nr 157, av herr Johansson, Anders, om\nutredning angående de tekniska och\nekonomiska möjligheterna att rena s. k.\nspillolja;\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_3-block_29",Text,1,"1032,1961,734,202","nr 156, av herr Elfving och herr Anderson,\n Birger, om sammanställning av\nvetenskapligt material till belysning av\naktuella ungdoms- och uppfostringsproblem;\n\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_3-block_28",Text,1,"1034,1794,736,159","nr 155, av herr Åkesson och herr Johansson,\n Anders, angående en fortlöpande\n statistik över trädgårdsnäringens förhållanden;\n\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_3-block_27",Text,1,"1035,1625,733,160","nr 154, av herr Ohlsson, Ebbe, och\nherr Magnusson, om åstadkommande av\nstatistiskt material över trädgårdsodlingens\n lönsamhet m, m.;\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_3-block_25",Text,1,"1037,1373,733,120","nr 152, av herrar Lodenius och Franzon,\n om inrättande av ett nytt lantmäteridistrikt\n i Norrtäljeregionen;\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_3-block_26",Text,1,"1037,1499,733,119","nr 153, av herr Osvald, om anslag till\nutbildningskurser för lantmäteriets kontorspersonal;\n\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_3-block_24",Text,1,"1039,1246,732,119","nr 151, av herr Andersson, Axel, m. fl.,\nom förstärkning av personalen vid länslantmäterikontoren;\n\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_3-block_23",Text,1,"1039,1119,733,121","nr 150, av herr Jacobsson m. fl., om\nuppflyttning i högre lönegrad av vissa\ntjänster vid lantmäteristaten;\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_3-block_22",Text,1,"1040,993,733,119","nr 149, av herr Eskilsson m. fl., om\nåtgärder för att öka tillgången av skogsplantor;\n\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_3-block_21",Text,1,"1040,825,734,159","nr 148, av herr Pålsson m. fl., om\nstatsbidrag till vägsamfälligheter för utförande\n av skogsbilvägar av stamvägskaraktär;\n\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_3-block_20",Text,1,"1041,657,733,159","nr 147, av herr Pålsson och herr Andersson,\n Lars, angående skogsbrukets\noch skogsbygdernas behov av skogsbilvägar;\n\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_3-block_19",Text,1,"1042,489,733,158","nr 146, av herr Ohlsson, Ebbe, m. fl.,\ni anledning av Kungl. Maj:ts framställningar\n om vissa anslag till skogsvård\nm. m.;\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_3-block_18",Text,1,"1042,320,734,163","nr 145, av herr Hansson m. fl., om utbyte\n av en tjänst som förste länsskogvaktare\n i Hallands län mot en tjänst såsom\n länsskogvaktare i Stockholms län;\n"
"https://betalab.kb.se/prot-1956--fk--3#1-6-cblock_3-block_17",Text,1,"1043,235,732,78","lån från fonden för fiskerinäringens befrämjande;\n\n"
